,Impute_Mode__SatisfactionScore,Impute_Median__DaysSinceLastLogin,Impute_Median__TotalSpend,Ordinal__InternetPlan,OneHot__HasFamilyPlan_Yes,OneHot__AutoPayment_Yes,OneHot__ContractType_OneYear,OneHot__ContractType_TwoYear,remainder__TenureMonths,remainder__SupportCalls,remainder__AvgWatchHours,remainder__PaymentDelayDays,remainder__NumberOfDevices,Churn
238,5.0,2.19,-11865.37,0.0,0.0,0.0,0.0,0.0,6.0,4.0,11.06,5.06,1.0,1
239,4.0,0.41,37881.9,2.0,0.0,0.0,0.0,0.0,25.0,4.0,15.61,2.83,4.0,0
240,5.0,4.36,131645.71,2.0,1.0,1.0,1.0,0.0,51.0,6.0,10.47,13.55,3.0,0
241,6.0,5.98,80342.16,1.0,0.0,1.0,1.0,0.0,23.0,2.0,17.24,5.89,2.0,0
242,9.0,5.69,67752.4,1.0,0.0,1.0,0.0,1.0,55.0,0.0,12.69,18.96,4.0,0
243,7.0,16.18,52523.25,0.0,1.0,0.0,0.0,0.0,43.0,4.0,8.79,0.95,5.0,0
244,6.0,4.06,64204.95,1.0,0.0,1.0,0.0,1.0,37.0,4.0,13.48,5.95,1.0,0
245,4.0,5.93,74318.95,1.0,0.0,0.0,0.0,0.0,36.0,2.0,1.0,2.97,1.0,0
246,7.0,6.96,18556.81,1.0,0.0,1.0,0.0,0.0,45.0,4.0,16.89,6.78,1.0,0
247,2.0,23.54,162172.79,0.0,1.0,1.0,1.0,0.0,53.0,5.0,11.03,1.5,5.0,0
248,6.0,3.72,107334.17,2.0,0.0,0.0,0.0,0.0,37.0,3.0,10.61,6.97,1.0,0
249,6.0,11.34,190195.6,1.0,1.0,0.0,0.0,0.0,54.0,4.0,12.84,2.6,3.0,0
250,7.0,8.64,116682.13,0.0,0.0,1.0,0.0,0.0,44.0,0.0,9.36,2.7,5.0,0
251,3.0,8.83,5311.73,1.0,1.0,1.0,0.0,0.0,3.0,5.0,10.76,13.26,4.0,0
252,6.0,2.53,25697.21,1.0,1.0,1.0,0.0,0.0,4.0,7.0,4.79,8.24,5.0,1
253,8.0,2.25,46063.48,2.0,0.0,1.0,1.0,0.0,18.0,1.0,17.83,5.75,4.0,0
254,7.0,0.07,27213.05,2.0,0.0,1.0,1.0,0.0,25.0,2.0,10.9,0.2,4.0,0
255,5.0,16.63,8103.98,2.0,0.0,1.0,1.0,0.0,7.0,5.0,1.0,2.72,5.0,1
256,6.0,10.45,-4003.84,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.76,1.12,1.0,0
257,7.0,5.71,86950.87,2.0,1.0,1.0,1.0,0.0,44.0,2.0,7.3,9.3,2.0,0
258,8.0,15.14,9242.88,1.0,0.0,0.0,0.0,0.0,17.0,1.0,9.84,8.5,2.0,0
259,10.0,22.18,-11780.28,0.0,0.0,0.0,0.0,0.0,12.0,4.0,16.93,0.12,3.0,0
260,8.0,1.22,110273.51,1.0,0.0,1.0,1.0,0.0,60.0,2.0,12.27,3.19,3.0,0
261,3.0,16.76,87143.06999999999,0.0,1.0,0.0,0.0,0.0,2.0,4.0,21.59,2.61,2.0,1
262,7.0,3.49,12568.99,1.0,0.0,0.0,1.0,0.0,8.0,2.0,8.22,0.32,2.0,0
263,6.0,5.65,64901.03,1.0,1.0,0.0,0.0,0.0,26.0,3.0,10.84,5.64,2.0,0
264,2.0,5.08,35844.77,0.0,1.0,1.0,0.0,1.0,21.0,2.0,12.74,1.45,2.0,0
265,7.0,14.83,89690.45,1.0,1.0,1.0,0.0,1.0,47.0,7.0,18.5,0.15,4.0,0
266,2.0,16.37,58904.34,1.0,0.0,0.0,0.0,0.0,35.0,4.0,11.38,7.16,4.0,0
267,8.0,11.44,8727.63,0.0,1.0,0.0,1.0,0.0,7.0,2.0,9.28,4.34,1.0,0
268,2.0,3.32,64863.94,1.0,1.0,0.0,0.0,0.0,37.0,3.0,13.25,1.93,5.0,0
269,2.0,7.78,49208.39,1.0,0.0,1.0,0.0,1.0,42.0,5.0,23.05,0.59,3.0,0
270,7.0,3.08,85818.02,2.0,0.0,1.0,0.0,0.0,57.0,1.0,15.79,1.07,5.0,0
271,2.0,5.12,32263.54,1.0,0.0,0.0,0.0,0.0,25.0,3.0,4.35,1.04,3.0,0
272,4.0,10.04,50054.22,0.0,0.0,1.0,1.0,0.0,28.0,1.0,11.2,0.29,4.0,0
273,7.0,24.74,40016.62,2.0,0.0,1.0,0.0,0.0,17.0,5.0,20.64,5.79,1.0,0
274,7.0,7.82,124697.15,1.0,0.0,0.0,1.0,0.0,54.0,3.0,13.49,1.54,1.0,0
275,7.0,5.65,42455.53,2.0,0.0,1.0,0.0,0.0,44.0,2.0,9.47,0.19,4.0,0
276,2.0,15.88,50245.56,0.0,0.0,0.0,0.0,0.0,18.0,3.0,6.94,5.92,3.0,0
277,8.0,6.49,34745.55,1.0,0.0,1.0,0.0,0.0,29.0,1.0,8.91,2.53,5.0,0
278,7.0,1.13,13843.1,1.0,0.0,1.0,1.0,0.0,11.0,3.0,7.98,3.34,4.0,0
279,4.0,1.1,50054.22,0.0,0.0,1.0,0.0,0.0,43.0,6.0,9.65,10.98,2.0,0
280,10.0,3.63,103008.61,1.0,1.0,1.0,1.0,0.0,40.0,2.0,17.66,0.82,4.0,0
281,2.0,24.49,68887.43,1.0,0.0,1.0,0.0,0.0,39.0,1.0,9.55,1.4,3.0,0
282,1.0,14.77,51348.74,2.0,0.0,1.0,0.0,1.0,28.0,7.0,6.68,1.67,2.0,0
283,9.0,1.13,146700.46,0.0,1.0,1.0,0.0,1.0,58.0,3.0,9.76,2.34,3.0,0
284,1.0,6.51,25517.04,0.0,1.0,1.0,0.0,0.0,19.0,4.0,15.77,1.49,2.0,0
285,5.0,11.94,36132.14,2.0,1.0,0.0,0.0,0.0,23.0,1.0,18.82,14.5,2.0,0
286,4.0,4.69,80836.34,1.0,1.0,0.0,0.0,0.0,47.0,4.0,11.2,2.83,2.0,0
287,10.0,7.42,86460.47,1.0,0.0,0.0,0.0,0.0,56.0,8.0,16.27,1.41,4.0,0
288,3.0,11.73,-5533.28,2.0,0.0,0.0,0.0,0.0,9.0,3.0,17.56,4.52,4.0,0
289,6.0,0.97,105865.8,0.0,0.0,1.0,1.0,0.0,49.0,2.0,7.52,1.2,1.0,0
290,10.0,2.7,88102.94,2.0,0.0,1.0,0.0,0.0,37.0,3.0,13.69,1.42,4.0,0
291,10.0,8.96,10333.94,0.0,1.0,0.0,1.0,0.0,33.0,2.0,15.22,7.38,2.0,0
292,10.0,6.74,110942.34,2.0,0.0,1.0,0.0,0.0,50.0,3.0,8.25,1.68,5.0,0
293,4.0,7.48,130808.57,0.0,1.0,1.0,1.0,0.0,50.0,1.0,12.59,3.44,5.0,0
294,3.0,2.44,24476.4,2.0,0.0,1.0,1.0,0.0,4.0,1.0,16.81,5.32,4.0,0
295,3.0,5.24,7193.29,0.0,0.0,1.0,0.0,0.0,10.0,5.0,1.4,2.67,5.0,0
296,7.0,5.65,40557.46,0.0,0.0,1.0,0.0,0.0,17.0,4.0,2.32,2.0,2.0,0
297,1.0,19.24,614.17,1.0,0.0,1.0,1.0,0.0,19.0,3.0,8.39,1.26,2.0,0
298,4.0,6.07,36271.22,1.0,0.0,1.0,0.0,0.0,14.0,3.0,13.17,0.96,2.0,0
299,5.0,6.42,12328.96,1.0,0.0,1.0,1.0,0.0,20.0,1.0,3.16,0.48,3.0,0
300,2.0,10.3,159005.22,0.0,1.0,1.0,0.0,0.0,55.0,0.0,25.18,0.44,2.0,0
301,5.0,3.02,187705.9,0.0,0.0,0.0,0.0,1.0,58.0,3.0,2.86,6.66,1.0,0
302,6.0,17.5,28341.9,2.0,0.0,0.0,0.0,1.0,12.0,5.0,12.39,11.65,1.0,1
303,8.0,28.75,-1710.2,1.0,1.0,0.0,0.0,0.0,52.0,2.0,9.08,7.39,3.0,0
304,10.0,14.39,5379.39,1.0,1.0,1.0,0.0,0.0,3.0,0.0,16.74,0.94,5.0,0
305,2.0,5.07,-9796.91,0.0,0.0,1.0,0.0,0.0,12.0,0.0,14.05,0.51,4.0,0
306,9.0,5.45,44272.52,2.0,1.0,1.0,0.0,0.0,34.0,0.0,17.19,1.53,1.0,0
307,9.0,11.83,17760.8,0.0,0.0,1.0,0.0,1.0,30.0,4.0,16.57,0.55,1.0,0
308,10.0,4.57,-1066.98,1.0,0.0,1.0,0.0,0.0,8.0,2.0,14.79,1.82,4.0,0
309,2.0,0.59,94891.28,0.0,0.0,0.0,0.0,0.0,39.0,1.0,20.44,1.06,2.0,0
310,5.0,9.32,14880.39,2.0,1.0,1.0,1.0,0.0,37.0,2.0,13.44,1.73,1.0,0
311,10.0,1.62,56509.41,1.0,1.0,1.0,0.0,1.0,30.0,2.0,5.24,0.35,3.0,0
312,2.0,7.81,46970.43,0.0,1.0,1.0,1.0,0.0,16.0,2.0,10.42,2.45,2.0,0
313,3.0,36.33,44346.73,2.0,1.0,1.0,0.0,0.0,19.0,3.0,12.04,1.45,1.0,0
314,10.0,28.44,9454.48,1.0,0.0,0.0,0.0,1.0,33.0,3.0,1.64,0.74,4.0,0
315,9.0,15.83,41681.11,0.0,0.0,0.0,0.0,1.0,31.0,3.0,16.54,7.47,2.0,0
316,6.0,5.32,44538.82,1.0,0.0,1.0,0.0,0.0,17.0,4.0,18.32,0.07,2.0,0
317,4.0,2.38,30800.77,2.0,0.0,1.0,0.0,1.0,23.0,4.0,15.97,1.04,1.0,0
318,7.0,18.87,13321.99,1.0,0.0,0.0,0.0,0.0,7.0,4.0,4.84,2.56,3.0,0
319,7.0,3.02,27951.8,0.0,0.0,1.0,1.0,0.0,17.0,2.0,7.1,4.32,3.0,0
320,7.0,3.23,1469.09,0.0,0.0,0.0,0.0,0.0,5.0,5.0,11.68,0.6,1.0,0
321,9.0,11.25,35063.78,2.0,0.0,1.0,0.0,1.0,21.0,3.0,13.53,12.01,2.0,0
322,5.0,2.23,39568.36,0.0,0.0,0.0,0.0,0.0,36.0,4.0,15.63,1.52,4.0,0
323,3.0,10.25,73186.35,0.0,0.0,0.0,0.0,0.0,46.0,2.0,5.12,1.49,5.0,0
324,2.0,0.88,57505.76,1.0,0.0,1.0,0.0,0.0,28.0,4.0,10.06,4.84,2.0,0
325,5.0,1.94,68793.18,2.0,1.0,1.0,0.0,1.0,27.0,5.0,18.72,0.3,3.0,0
326,3.0,24.22,12284.5,0.0,0.0,1.0,0.0,1.0,4.0,4.0,7.57,2.18,2.0,0
327,9.0,5.65,11113.04,0.0,0.0,1.0,0.0,0.0,14.0,2.0,4.48,3.73,3.0,0
328,7.0,7.54,90023.26,2.0,1.0,1.0,0.0,0.0,43.0,3.0,11.66,0.53,2.0,0
329,8.0,21.59,88284.47,0.0,0.0,0.0,0.0,0.0,39.0,3.0,12.78,2.4,2.0,0
330,6.0,8.88,18827.02,0.0,0.0,1.0,0.0,1.0,4.0,2.0,4.34,2.03,4.0,0
331,3.0,8.43,-7368.31,2.0,1.0,1.0,0.0,0.0,7.0,2.0,6.75,3.85,2.0,1
332,7.0,4.55,33503.56,1.0,0.0,0.0,0.0,1.0,9.0,1.0,1.32,1.13,4.0,1
333,1.0,22.89,23631.93,1.0,1.0,1.0,0.0,0.0,22.0,4.0,10.98,2.7,4.0,1
334,10.0,3.61,91664.57,0.0,0.0,1.0,0.0,0.0,49.0,3.0,14.92,0.89,3.0,0
335,4.0,8.32,27357.87,2.0,0.0,1.0,0.0,0.0,24.0,3.0,15.52,0.03,4.0,0
336,6.0,4.45,18008.64,2.0,1.0,0.0,0.0,1.0,13.0,5.0,12.61,15.05,5.0,0
337,9.0,7.46,86432.64,0.0,1.0,1.0,0.0,0.0,40.0,4.0,9.91,0.42,5.0,0
338,4.0,1.29,45352.39,0.0,0.0,0.0,0.0,1.0,18.0,1.0,6.57,1.23,2.0,0
339,5.0,1.33,68704.53,1.0,0.0,1.0,0.0,1.0,55.0,5.0,15.15,0.62,2.0,0
340,10.0,27.5,107439.08,1.0,1.0,1.0,0.0,0.0,55.0,5.0,15.44,0.21,3.0,0
341,5.0,5.03,358577.49,0.0,0.0,0.0,0.0,0.0,42.0,6.0,17.86,2.34,3.0,0
342,7.0,2.56,-13222.42,2.0,0.0,1.0,0.0,0.0,3.0,3.0,18.65,1.02,4.0,0
343,1.0,3.53,52943.48,0.0,0.0,1.0,0.0,0.0,34.0,4.0,9.98,1.6,2.0,0
344,5.0,0.19,82541.01,1.0,0.0,1.0,0.0,0.0,56.0,2.0,8.75,1.41,3.0,0
345,8.0,0.26,14449.36,1.0,0.0,0.0,0.0,0.0,12.0,5.0,17.15,1.28,4.0,0
346,10.0,6.31,49805.15,2.0,0.0,0.0,0.0,0.0,32.0,2.0,5.38,0.11,1.0,0
347,10.0,1.42,47204.94,0.0,0.0,1.0,0.0,0.0,37.0,1.0,7.62,0.33,3.0,0
348,6.0,5.69,50054.22,1.0,0.0,1.0,1.0,0.0,35.0,0.0,6.75,0.29,3.0,0
349,5.0,0.1,46407.49,0.0,0.0,0.0,0.0,0.0,30.0,1.0,12.62,1.67,5.0,0
350,3.0,6.27,50054.22,0.0,0.0,1.0,0.0,0.0,27.0,5.0,5.53,0.46,5.0,0
351,1.0,13.58,82836.49,2.0,1.0,1.0,0.0,0.0,30.0,2.0,9.53,0.95,5.0,0
352,10.0,11.48,16979.62,0.0,1.0,0.0,0.0,1.0,12.0,1.0,11.76,0.15,4.0,0
353,9.0,4.59,90985.15,0.0,0.0,1.0,0.0,0.0,42.0,1.0,14.84,9.19,2.0,0
354,5.0,1.44,4333.24,2.0,0.0,1.0,0.0,1.0,5.0,2.0,9.09,0.49,5.0,0
355,8.0,0.98,47312.56,1.0,1.0,1.0,0.0,1.0,30.0,4.0,8.23,8.12,4.0,0
356,7.0,5.65,61970.28,0.0,0.0,1.0,1.0,0.0,21.0,2.0,12.61,0.24,1.0,0
357,7.0,0.61,47101.79,2.0,1.0,0.0,0.0,0.0,47.0,4.0,15.22,6.28,2.0,0
358,8.0,7.23,19663.03,0.0,1.0,1.0,1.0,0.0,8.0,5.0,7.7,1.81,2.0,0
359,6.0,8.05,108085.83,0.0,0.0,1.0,1.0,0.0,35.0,1.0,9.58,2.66,1.0,0
360,1.0,4.87,36196.52,0.0,1.0,0.0,0.0,0.0,30.0,5.0,6.8,0.84,3.0,0
361,4.0,10.34,32159.97,1.0,0.0,1.0,0.0,1.0,29.0,4.0,8.86,3.37,1.0,0
362,2.0,3.56,153071.04,0.0,0.0,1.0,0.0,0.0,56.0,4.0,10.45,1.79,3.0,0
363,7.0,1.87,76236.11,0.0,0.0,1.0,0.0,0.0,47.0,4.0,13.89,5.1,2.0,0
364,4.0,2.46,46324.68,1.0,0.0,0.0,0.0,0.0,20.0,1.0,10.01,2.79,5.0,0
365,2.0,8.82,28117.61,1.0,0.0,0.0,0.0,0.0,26.0,2.0,15.57,2.55,5.0,0
366,1.0,12.1,702.73,1.0,1.0,0.0,1.0,0.0,8.0,3.0,14.72,1.7,4.0,0
367,7.0,3.0,3039.56,0.0,1.0,0.0,0.0,1.0,10.0,4.0,15.94,3.23,3.0,0
368,6.0,18.42,136017.31,1.0,0.0,1.0,0.0,0.0,59.0,3.0,7.97,2.08,2.0,0
369,8.0,2.71,85844.26,0.0,1.0,1.0,0.0,0.0,36.0,1.0,21.1,2.77,5.0,0
370,8.0,19.32,28574.29,1.0,0.0,1.0,0.0,0.0,20.0,6.0,18.76,4.78,3.0,0
371,7.0,4.1,7199.01,1.0,0.0,1.0,1.0,0.0,10.0,5.0,19.51,0.57,3.0,0
372,2.0,2.86,22548.89,2.0,0.0,0.0,0.0,0.0,29.0,1.0,5.44,1.2,1.0,0
373,10.0,42.09,100639.85,2.0,0.0,1.0,0.0,0.0,60.0,4.0,14.92,0.03,2.0,0
374,10.0,22.56,-12610.8,2.0,1.0,1.0,0.0,0.0,7.0,0.0,10.5,7.28,5.0,0
375,6.0,6.79,5255.1,1.0,0.0,0.0,0.0,0.0,41.0,1.0,6.66,8.41,5.0,0
376,1.0,4.69,23925.89,0.0,0.0,1.0,0.0,1.0,5.0,1.0,10.24,14.46,5.0,1
377,2.0,4.97,59874.26,1.0,0.0,0.0,0.0,1.0,35.0,5.0,12.54,0.6,4.0,0
378,3.0,20.63,36485.07,0.0,1.0,0.0,0.0,1.0,12.0,6.0,11.86,1.22,1.0,0
379,5.0,10.68,14705.1,1.0,1.0,0.0,1.0,0.0,12.0,4.0,21.87,2.87,3.0,0
380,8.0,3.72,60326.34,0.0,0.0,1.0,0.0,0.0,25.0,1.0,9.3,1.89,2.0,0
381,6.0,7.79,95008.0,0.0,0.0,1.0,0.0,0.0,43.0,3.0,10.31,2.76,2.0,0
382,2.0,4.76,59992.85,0.0,0.0,1.0,0.0,0.0,55.0,4.0,15.35,3.43,3.0,0
383,9.0,0.99,65516.85,1.0,1.0,1.0,0.0,0.0,31.0,0.0,16.83,0.03,5.0,0
384,1.0,9.71,58186.5,1.0,0.0,1.0,0.0,0.0,45.0,4.0,13.82,0.23,2.0,0
385,6.0,0.95,36874.14,1.0,0.0,0.0,1.0,0.0,36.0,3.0,15.99,0.08,3.0,0
386,6.0,15.3,67556.59,2.0,1.0,0.0,0.0,0.0,36.0,6.0,8.48,2.5,2.0,0
387,6.0,7.16,70411.21,1.0,1.0,1.0,0.0,1.0,51.0,4.0,12.06,0.42,5.0,0
388,6.0,12.36,152063.22,0.0,0.0,1.0,0.0,0.0,54.0,3.0,13.21,0.32,3.0,0
389,8.0,0.34,45604.45,0.0,1.0,1.0,0.0,0.0,54.0,2.0,9.31,0.52,3.0,0
390,8.0,1.74,85763.13,0.0,1.0,0.0,0.0,1.0,40.0,3.0,11.8,1.99,4.0,0
391,5.0,4.41,11498.98,1.0,0.0,1.0,0.0,0.0,4.0,2.0,17.83,5.36,2.0,0
392,10.0,1.95,-8506.54,1.0,0.0,0.0,0.0,1.0,3.0,3.0,25.96,6.19,4.0,0
393,7.0,34.33,18122.72,0.0,0.0,1.0,1.0,0.0,10.0,2.0,7.5,2.26,4.0,0
394,9.0,1.83,32834.49,0.0,1.0,1.0,0.0,0.0,25.0,3.0,11.11,0.44,3.0,0
395,3.0,3.71,83363.09,2.0,0.0,1.0,0.0,0.0,39.0,4.0,6.85,0.45,2.0,0
396,10.0,11.87,28691.92,1.0,0.0,0.0,0.0,0.0,13.0,1.0,17.64,0.02,4.0,0
397,4.0,1.61,28422.67,0.0,0.0,1.0,0.0,0.0,40.0,4.0,8.69,3.4,2.0,0
398,10.0,3.12,107571.34,1.0,0.0,1.0,0.0,0.0,60.0,3.0,4.78,2.41,5.0,0
399,9.0,0.85,22916.6,2.0,1.0,0.0,0.0,0.0,53.0,3.0,22.39,0.8,4.0,0
400,4.0,11.99,83088.95,0.0,0.0,0.0,0.0,0.0,31.0,0.0,12.11,0.13,2.0,0
401,1.0,0.43,150405.56,0.0,0.0,1.0,0.0,0.0,55.0,1.0,25.49,3.93,5.0,0
402,8.0,0.27,97058.03,1.0,0.0,0.0,0.0,0.0,46.0,4.0,9.48,1.97,3.0,0
403,2.0,10.39,25828.81,1.0,0.0,1.0,1.0,0.0,11.0,1.0,15.16,0.49,1.0,0
404,3.0,0.2,59548.73,1.0,1.0,0.0,0.0,0.0,29.0,3.0,7.83,0.77,2.0,0
405,9.0,8.97,33948.78,0.0,0.0,1.0,0.0,0.0,30.0,3.0,14.89,0.74,3.0,0
406,3.0,1.95,128524.89,0.0,1.0,1.0,1.0,0.0,57.0,7.0,9.5,1.25,2.0,0
407,3.0,20.42,-7298.06,1.0,1.0,0.0,0.0,0.0,6.0,1.0,16.39,2.62,4.0,0
408,5.0,3.53,55196.76,0.0,1.0,1.0,1.0,0.0,25.0,3.0,6.23,0.79,5.0,0
409,4.0,0.48,65428.43,1.0,1.0,0.0,1.0,0.0,33.0,3.0,12.03,1.24,5.0,0
410,7.0,12.68,30863.76,1.0,1.0,1.0,0.0,1.0,8.0,1.0,4.2,1.54,5.0,0
411,4.0,6.09,20736.87,2.0,0.0,1.0,0.0,1.0,17.0,3.0,17.29,1.14,2.0,0
412,3.0,6.1,38256.76,1.0,1.0,0.0,1.0,0.0,12.0,3.0,16.41,1.76,3.0,0
413,8.0,1.04,119623.26,2.0,0.0,1.0,0.0,0.0,46.0,6.0,13.18,2.62,3.0,0
414,10.0,5.25,51656.67,0.0,0.0,0.0,0.0,0.0,34.0,2.0,4.58,0.92,4.0,0
415,10.0,8.46,4657.84,2.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,1.47,2.0,0
416,6.0,5.65,7360.63,0.0,0.0,1.0,0.0,0.0,8.0,6.0,4.62,1.74,3.0,0
417,7.0,0.54,130434.29,0.0,1.0,0.0,0.0,0.0,44.0,3.0,19.34,11.44,1.0,0
418,10.0,6.46,31983.34,2.0,0.0,1.0,0.0,0.0,59.0,3.0,12.37,6.28,2.0,0
419,9.0,4.81,124999.54,0.0,0.0,1.0,0.0,0.0,47.0,4.0,16.32,7.76,5.0,0
420,7.0,1.71,74916.77,1.0,1.0,0.0,0.0,0.0,48.0,3.0,12.4,2.02,1.0,0
421,6.0,2.86,88033.99,1.0,0.0,0.0,1.0,0.0,29.0,3.0,15.18,1.78,2.0,0
422,4.0,0.73,27814.93,1.0,0.0,1.0,0.0,0.0,16.0,2.0,6.93,0.59,4.0,0
423,2.0,8.53,38065.47,0.0,1.0,0.0,0.0,1.0,26.0,1.0,14.41,3.82,4.0,0
424,5.0,23.23,43288.34,1.0,0.0,1.0,1.0,0.0,25.0,7.0,4.86,10.38,2.0,0
425,2.0,3.56,11118.99,1.0,1.0,0.0,0.0,0.0,18.0,3.0,12.54,0.76,5.0,0
426,7.0,17.76,15400.94,1.0,0.0,1.0,1.0,0.0,18.0,3.0,8.0,1.26,2.0,1
427,10.0,4.48,-16246.99,1.0,1.0,1.0,0.0,0.0,4.0,4.0,11.64,0.86,4.0,0
428,5.0,6.74,74746.85,0.0,1.0,0.0,0.0,0.0,40.0,1.0,15.8,3.46,3.0,0
429,2.0,9.97,4747.96,2.0,0.0,1.0,0.0,0.0,21.0,5.0,16.09,7.86,1.0,0
430,2.0,5.65,57187.56,1.0,0.0,0.0,0.0,1.0,43.0,2.0,13.62,1.27,2.0,0
431,10.0,10.12,65539.01,0.0,0.0,0.0,1.0,0.0,39.0,3.0,17.97,4.57,3.0,0
432,7.0,4.41,8097.32,0.0,1.0,1.0,0.0,0.0,17.0,5.0,9.4,0.86,4.0,0
433,2.0,4.64,61098.63,0.0,1.0,0.0,0.0,0.0,13.0,3.0,14.22,3.11,2.0,0
434,3.0,3.17,123617.17,2.0,0.0,1.0,0.0,0.0,52.0,9.0,11.3,0.51,1.0,0
435,4.0,18.84,50054.22,2.0,1.0,1.0,0.0,0.0,31.0,3.0,11.14,2.32,4.0,0
436,4.0,0.32,28328.52,2.0,0.0,1.0,0.0,0.0,19.0,2.0,17.26,1.21,2.0,0
437,1.0,1.44,36210.22,1.0,0.0,0.0,0.0,1.0,33.0,4.0,16.61,4.22,4.0,0
438,10.0,1.08,43399.63,1.0,0.0,1.0,0.0,0.0,15.0,1.0,17.68,0.57,1.0,0
439,7.0,1.52,141149.67,1.0,1.0,1.0,0.0,0.0,54.0,3.0,12.09,11.4,4.0,0
440,10.0,35.52,116664.77,0.0,0.0,0.0,1.0,0.0,53.0,4.0,16.97,4.79,4.0,0
441,4.0,0.21,116900.74,0.0,0.0,0.0,1.0,0.0,57.0,3.0,10.16,10.94,5.0,0
442,3.0,20.78,95698.6,1.0,1.0,1.0,0.0,1.0,40.0,3.0,8.85,0.26,2.0,0
443,1.0,13.46,101841.43,2.0,1.0,0.0,0.0,0.0,55.0,4.0,11.41,2.47,3.0,0
444,5.0,8.73,54463.58,2.0,0.0,1.0,1.0,0.0,37.0,3.0,15.29,4.35,3.0,0
445,1.0,13.68,29876.38,1.0,0.0,1.0,0.0,0.0,30.0,2.0,14.31,2.84,4.0,0
446,7.0,9.85,50054.22,1.0,0.0,1.0,0.0,0.0,26.0,2.0,15.89,4.14,1.0,0
447,4.0,9.12,66863.71,2.0,0.0,1.0,0.0,0.0,54.0,5.0,16.04,3.14,4.0,0
448,5.0,4.77,11739.86,2.0,0.0,0.0,0.0,0.0,11.0,5.0,7.68,3.22,4.0,0
449,7.0,1.15,65246.84,0.0,0.0,1.0,0.0,0.0,38.0,2.0,9.57,2.27,4.0,0
450,5.0,5.3,103174.98,1.0,0.0,1.0,1.0,0.0,37.0,1.0,5.88,1.99,5.0,0
451,3.0,6.04,29373.75,2.0,0.0,1.0,0.0,1.0,19.0,2.0,10.1,0.68,1.0,0
452,2.0,3.77,28291.83,2.0,1.0,0.0,1.0,0.0,18.0,3.0,12.53,0.23,4.0,0
453,1.0,5.65,55398.48,1.0,0.0,0.0,0.0,0.0,26.0,3.0,19.19,3.76,4.0,0
454,9.0,11.2,26734.62,1.0,0.0,0.0,0.0,0.0,32.0,4.0,12.49,11.35,2.0,0
455,4.0,0.45,83145.67,0.0,0.0,0.0,0.0,0.0,27.0,0.0,15.82,2.58,4.0,0
456,10.0,22.3,5346.44,0.0,0.0,1.0,0.0,1.0,6.0,6.0,3.47,10.94,2.0,1
457,10.0,4.3,81067.63,2.0,1.0,1.0,0.0,0.0,40.0,0.0,12.46,7.2,4.0,0
458,4.0,15.68,13289.08,1.0,0.0,1.0,0.0,0.0,23.0,3.0,18.43,0.88,3.0,0
459,9.0,12.69,24591.3,0.0,0.0,1.0,1.0,0.0,5.0,4.0,6.75,2.38,2.0,0
460,5.0,11.26,33729.79,0.0,0.0,0.0,0.0,0.0,39.0,1.0,13.47,0.94,1.0,0
461,4.0,9.02,147618.31,1.0,0.0,1.0,0.0,0.0,50.0,4.0,8.85,4.21,4.0,0
462,9.0,4.07,24571.65,1.0,0.0,1.0,0.0,1.0,22.0,4.0,11.08,5.42,5.0,0
463,4.0,11.49,49968.43,1.0,0.0,0.0,0.0,0.0,24.0,3.0,15.24,7.56,1.0,0
464,4.0,2.97,57457.62,2.0,1.0,1.0,0.0,0.0,37.0,5.0,16.25,0.71,3.0,0
465,1.0,0.44,101876.57,0.0,0.0,0.0,0.0,1.0,41.0,1.0,10.27,0.52,2.0,0
466,3.0,1.87,74553.63,1.0,0.0,1.0,1.0,0.0,34.0,1.0,1.0,0.96,3.0,0
467,4.0,7.63,17653.27,2.0,1.0,1.0,0.0,0.0,24.0,4.0,6.62,0.8,1.0,0
468,2.0,52.35,170836.01,1.0,0.0,0.0,0.0,0.0,49.0,4.0,8.34,2.62,4.0,0
469,5.0,5.65,67300.03,2.0,0.0,1.0,0.0,0.0,26.0,2.0,13.66,5.33,2.0,0
470,3.0,2.55,55948.84,0.0,0.0,0.0,0.0,0.0,41.0,1.0,8.33,2.86,5.0,0
471,3.0,4.06,107223.59,1.0,0.0,1.0,0.0,1.0,58.0,7.0,16.86,0.32,2.0,0
472,7.0,1.73,45061.33,1.0,1.0,1.0,0.0,0.0,20.0,4.0,9.68,1.35,1.0,0
473,3.0,9.32,60097.36,0.0,1.0,1.0,0.0,0.0,41.0,4.0,8.06,2.64,4.0,0
474,10.0,5.58,50054.22,0.0,0.0,1.0,1.0,0.0,11.0,6.0,15.54,0.01,5.0,0
475,7.0,17.64,78652.67,1.0,1.0,1.0,0.0,1.0,38.0,3.0,23.03,1.22,5.0,0
476,4.0,2.77,124483.39,2.0,0.0,1.0,1.0,0.0,58.0,1.0,1.0,1.01,1.0,0
477,6.0,4.34,33873.83,2.0,0.0,0.0,1.0,0.0,20.0,3.0,8.08,0.35,5.0,0
478,2.0,24.68,41115.41,1.0,0.0,1.0,0.0,0.0,24.0,1.0,22.01,3.28,4.0,0
