CustomerID,Age,TenureMonths,MonthlyCharges,TotalSpend,SupportCalls,AvgWatchHours,DaysSinceLastLogin,PaymentDelayDays,NumberOfDevices,ContractType,InternetPlan,HasFamilyPlan,AutoPayment,SatisfactionScore,Churn,InternalReference
50064,31,43,1146.39,52523.25,4,8.79,16.18,0.95,5,Monthly,Basic,Yes,No,,0,503570
51188,56,37,1541.84,64204.95,4,13.48,4.06,5.95,1,TwoYear,Standard,No,Yes,6.0,0,542699
50278,57,36,2492.56,74318.95,2,1.0,5.93,2.97,1,Monthly,Standard,No,No,4.0,0,936853
50724,25,45,500.0,18556.81,4,16.89,6.96,6.78,1,Monthly,Standard,No,Yes,7.0,0,214166
50603,53,53,3055.05,162172.79,5,11.03,23.54,1.5,5,OneYear,Basic,Yes,Yes,2.0,0,711786
50680,55,37,2345.46,107334.17,3,10.61,3.72,6.97,1,Monthly,Premium,No,No,6.0,0,609944
51170,57,54,3643.96,190195.6,4,12.84,11.34,2.6,3,Monthly,Standard,Yes,No,6.0,0,264336
50307,33,44,2599.63,116682.13,0,9.36,8.64,2.7,5,Monthly,Basic,No,Yes,,0,362321
50290,33,3,1242.49,5311.73,5,10.76,8.83,13.26,4,Monthly,Standard,Yes,Yes,3.0,0,753345
50815,42,4,2577.21,25697.21,7,4.79,2.53,8.24,5,Monthly,Standard,Yes,Yes,6.0,1,440878
50598,28,18,2802.64,46063.48,1,17.83,2.25,5.75,4,OneYear,Premium,No,Yes,8.0,0,872904
50600,53,25,1621.32,27213.05,2,10.9,0.07,0.2,4,OneYear,Premium,No,Yes,7.0,0,883637
50271,24,7,725.99,8103.98,5,1.0,16.63,2.72,5,OneYear,Premium,No,Yes,5.0,1,406996
51004,42,2,1712.52,-4003.84,3,2.76,10.45,1.12,1,OneYear,Standard,Yes,Yes,6.0,0,391349
50552,66,44,1866.5,86950.87,2,7.3,5.71,9.3,2,OneYear,Premium,Yes,Yes,7.0,0,663784
50309,37,17,680.6,9242.88,1,9.84,15.14,8.5,2,Monthly,Standard,No,No,8.0,0,896658
50293,69,12,1104.13,-11780.28,4,16.93,22.18,0.12,3,Monthly,Basic,No,No,10.0,0,696187
50527,65,60,1593.12,110273.51,2,12.27,1.22,3.19,3,OneYear,Standard,No,Yes,8.0,0,261432
50324,52,2,1863.03,87143.06999999999,4,21.59,16.76,2.61,2,Monthly,Basic,Yes,No,3.0,1,216315
50084,32,8,2873.78,12568.99,2,8.22,3.49,0.32,2,OneYear,Standard,No,No,,0,632860
50130,40,26,2068.78,64901.03,3,10.84,,5.64,2,Monthly,Standard,Yes,No,6.0,0,565362
51111,27,21,1833.57,35844.77,2,12.74,5.08,1.45,2,TwoYear,Basic,Yes,Yes,2.0,0,474762
50487,43,47,2076.72,89690.45,7,18.5,14.83,0.15,4,TwoYear,Standard,Yes,Yes,7.0,0,962416
51102,54,35,,58904.34,4,11.38,16.37,7.16,4,Monthly,Standard,No,No,2.0,0,652586
50943,35,7,1605.13,8727.63,2,9.28,11.44,4.34,1,OneYear,Basic,Yes,No,8.0,0,391810
50261,46,37,1317.93,64863.94,3,13.25,3.32,1.93,5,Monthly,Standard,Yes,No,2.0,0,488183
50768,29,42,1682.18,49208.39,5,23.05,7.78,0.59,3,TwoYear,Standard,No,Yes,2.0,0,471871
50951,58,57,1201.73,85818.02,1,15.79,3.08,1.07,5,Monthly,Premium,No,Yes,,0,295670
50907,27,25,1425.07,32263.54,3,4.35,5.12,1.04,3,Monthly,Standard,No,No,2.0,0,438526
51099,43,28,1429.04,,1,11.2,10.04,0.29,4,OneYear,Basic,No,Yes,4.0,0,766779
50139,18,17,2323.02,40016.62,5,20.64,24.74,5.79,1,Monthly,Premium,No,Yes,7.0,0,457869
50954,63,54,2502.6,124697.15,3,13.49,7.82,1.54,1,OneYear,Standard,No,No,,0,738447
50142,64,44,1407.69,42455.53,2,9.47,5.65,0.19,4,Monthly,Premium,No,Yes,7.0,0,510420
50666,48,18,2325.41,50245.56,3,6.94,15.88,5.92,3,Monthly,Basic,No,No,2.0,0,733772
50845,63,29,1055.62,34745.55,1,8.91,6.49,2.53,5,Monthly,Standard,No,Yes,8.0,0,563760
50395,50,11,2030.06,13843.1,3,7.98,1.13,3.34,4,OneYear,Standard,No,Yes,7.0,0,887928
50140,52,43,1309.42,,6,9.65,1.1,10.98,2,Monthly,Basic,No,Yes,4.0,0,982873
50742,33,40,1988.06,103008.61,2,17.66,3.63,0.82,4,OneYear,Standard,Yes,Yes,10.0,0,423638
50866,61,39,1968.65,68887.43,1,9.55,24.49,1.4,3,Monthly,Standard,No,Yes,2.0,0,335329
50225,54,28,1530.61,51348.74,7,6.68,14.77,1.67,2,TwoYear,Premium,No,Yes,1.0,0,176216
50614,66,58,2714.18,146700.46,3,9.76,1.13,2.34,3,TwoYear,Basic,Yes,Yes,9.0,0,153184
50275,57,19,1069.22,25517.04,4,15.77,6.51,1.49,2,Monthly,Basic,Yes,Yes,1.0,0,337909
50356,62,23,1652.74,36132.14,1,18.82,11.94,14.5,2,Monthly,Premium,Yes,No,5.0,0,278989
50888,47,47,1564.17,80836.34,4,11.2,4.69,2.83,2,Monthly,Standard,Yes,No,4.0,0,745362
50594,24,56,1804.07,86460.47,8,16.27,7.42,1.41,4,Monthly,Standard,No,No,10.0,0,122365
50677,27,9,500.0,-5533.28,3,17.56,11.73,4.52,4,Monthly,Premium,No,No,3.0,0,514748
50590,43,49,1942.57,105865.8,2,7.52,0.97,1.2,1,OneYear,Basic,No,Yes,6.0,0,876047
50890,44,37,2844.34,88102.94,3,13.69,2.7,1.42,4,Monthly,Premium,No,Yes,10.0,0,725413
50744,28,33,500.0,10333.94,2,15.22,8.96,7.38,2,OneYear,Basic,Yes,No,10.0,0,794079
51041,43,50,1745.84,110942.34,3,8.25,6.74,1.68,5,Monthly,Premium,No,Yes,10.0,0,396908
50507,29,50,2291.68,130808.57,1,12.59,7.48,3.44,5,OneYear,Basic,Yes,Yes,4.0,0,178812
50597,62,4,2604.11,24476.4,1,16.81,2.44,5.32,4,OneYear,Premium,No,Yes,3.0,0,912901
50310,41,10,1515.29,7193.29,5,1.4,5.24,2.67,5,Monthly,Basic,No,Yes,3.0,0,583626
50667,22,17,1937.18,40557.46,4,2.32,,2.0,2,Monthly,Basic,No,Yes,7.0,0,305069
51075,66,19,1336.51,614.17,3,8.39,19.24,1.26,2,OneYear,Standard,No,Yes,1.0,0,960476
51173,68,14,2345.49,36271.22,3,13.17,6.07,0.96,2,Monthly,Standard,No,Yes,4.0,0,389149
50937,49,20,1101.38,12328.96,1,3.16,6.42,0.48,3,OneYear,Standard,No,Yes,5.0,0,546939
50868,47,55,3038.38,159005.22,0,25.18,10.3,0.44,2,Monthly,Basic,Yes,Yes,2.0,0,900520
50412,59,58,2818.37,187705.9,3,2.86,3.02,6.66,1,TwoYear,Basic,No,No,5.0,0,825606
50040,69,12,1685.23,28341.9,5,12.39,17.5,11.65,1,TwoYear,Premium,No,No,6.0,1,538264
50031,66,52,,-1710.2,2,9.08,28.75,7.39,3,Monthly,Standard,Yes,No,8.0,0,785018
50243,49,3,1344.71,5379.39,0,16.74,14.39,0.94,5,Monthly,Standard,Yes,Yes,10.0,0,641349
50463,61,12,922.66,-9796.91,0,14.05,5.07,0.51,4,Monthly,Basic,No,Yes,2.0,0,963058
50137,44,34,1607.27,44272.52,0,17.19,5.45,1.53,1,Monthly,Premium,Yes,Yes,9.0,0,445174
51009,34,30,816.81,17760.8,4,16.57,11.83,0.55,1,TwoYear,Basic,No,Yes,9.0,0,886024
50959,62,8,1026.25,-1066.98,2,14.79,4.57,1.82,4,Monthly,Standard,No,Yes,10.0,0,513679
50004,32,39,2663.58,94891.28,1,20.44,0.59,1.06,2,Monthly,Basic,No,No,2.0,0,631676
50714,43,37,500.0,14880.39,2,13.44,9.32,1.73,1,OneYear,Premium,Yes,Yes,5.0,0,962840
51110,67,30,2059.77,56509.41,2,5.24,1.62,0.35,3,TwoYear,Standard,Yes,Yes,10.0,0,419109
51053,47,16,2486.6,46970.43,2,10.42,7.81,2.45,2,OneYear,Basic,Yes,Yes,2.0,0,654001
50416,57,19,1225.76,44346.73,3,12.04,36.33,1.45,1,Monthly,Premium,Yes,Yes,3.0,0,527425
50847,68,33,916.98,9454.48,3,1.64,28.44,0.74,4,TwoYear,Standard,No,No,10.0,0,910985
50766,25,31,1456.34,41681.11,3,16.54,15.83,7.47,2,TwoYear,Basic,No,No,9.0,0,630657
50944,45,17,2243.35,44538.82,4,18.32,5.32,0.07,2,Monthly,Standard,No,Yes,6.0,0,236474
50315,66,23,1993.58,30800.77,4,15.97,2.38,1.04,1,TwoYear,Premium,No,Yes,4.0,0,572768
50498,57,7,2897.67,13321.99,4,4.84,18.87,2.56,3,Monthly,Standard,No,No,,0,323617
50320,37,17,1843.88,27951.8,2,7.1,3.02,4.32,3,OneYear,Basic,No,Yes,7.0,0,304383
51189,68,5,1465.0,1469.09,5,11.68,3.23,0.6,1,Monthly,Basic,No,No,,0,736465
50377,47,21,1072.84,35063.78,3,13.53,11.25,12.01,2,TwoYear,Premium,No,Yes,9.0,0,319763
50006,25,36,825.6,39568.36,4,15.63,2.23,1.52,4,Monthly,Basic,No,No,5.0,0,191631
50101,62,46,1667.77,73186.35,2,5.12,10.25,1.49,5,Monthly,Basic,No,No,3.0,0,442523
51046,50,28,1951.42,57505.76,4,10.06,0.88,4.84,2,Monthly,Standard,No,Yes,2.0,0,410605
50788,45,27,2391.92,68793.18,5,18.72,1.94,0.3,3,TwoYear,Premium,Yes,Yes,5.0,0,153387
50630,66,4,2657.59,12284.5,4,7.57,24.22,2.18,2,TwoYear,Basic,No,Yes,3.0,0,638732
50835,40,14,722.23,11113.04,2,4.48,,3.73,3,Monthly,Basic,No,Yes,9.0,0,873804
50050,42,43,2114.46,90023.26,3,11.66,7.54,0.53,2,Monthly,Premium,Yes,Yes,7.0,0,240601
50585,43,39,2008.59,88284.47,3,12.78,21.59,2.4,2,Monthly,Basic,No,No,8.0,0,469135
50333,58,4,1484.01,18827.02,2,4.34,8.88,2.03,4,TwoYear,Basic,No,Yes,6.0,0,102469
50228,66,7,2616.41,-7368.31,2,6.75,8.43,3.85,2,Monthly,Premium,Yes,Yes,3.0,1,783602
50430,24,9,1592.79,33503.56,1,1.32,4.55,1.13,4,TwoYear,Standard,No,No,7.0,1,910584
50544,18,22,1758.78,23631.93,4,10.98,22.89,2.7,4,Monthly,Standard,Yes,Yes,1.0,1,438853
50661,56,49,1668.73,91664.57,3,14.92,3.61,0.89,3,Monthly,Basic,No,Yes,10.0,0,489139
50406,49,24,819.64,27357.87,3,15.52,8.32,0.03,4,Monthly,Premium,No,Yes,4.0,0,811039
50067,67,13,2305.03,18008.64,5,12.61,4.45,15.05,5,TwoYear,Premium,Yes,No,6.0,0,840919
50068,57,40,2244.78,86432.64,4,9.91,7.46,0.42,5,Monthly,Basic,Yes,Yes,9.0,0,517076
50343,24,18,1996.83,45352.39,1,6.57,1.29,1.23,2,TwoYear,Basic,No,No,4.0,0,884448
50212,49,55,1177.18,68704.53,5,15.15,1.33,0.62,2,TwoYear,Standard,No,Yes,5.0,0,256588
50013,41,55,2053.86,107439.08,5,15.44,27.5,0.21,3,Monthly,Standard,Yes,Yes,10.0,0,794584
50694,36,42,2614.46,358577.49,6,17.86,5.03,2.34,3,Monthly,Basic,No,No,5.0,0,453194
50669,40,3,2422.06,-13222.42,3,18.65,2.56,1.02,4,Monthly,Premium,No,Yes,,0,974901
50300,54,34,1195.97,52943.48,4,9.98,3.53,1.6,2,Monthly,Basic,No,Yes,1.0,0,552822
50621,29,56,1404.3,82541.01,2,8.75,0.19,1.41,3,Monthly,Standard,No,Yes,5.0,0,653868
50782,44,12,1460.04,14449.36,5,17.15,0.26,1.28,4,Monthly,Standard,No,No,8.0,0,290644
51094,37,32,1690.92,49805.15,2,5.38,6.31,0.11,1,Monthly,Premium,No,No,10.0,0,724959
50452,39,37,844.18,47204.94,1,7.62,1.42,0.33,3,Monthly,Basic,No,Yes,10.0,0,968284
50863,67,35,1778.9,,0,6.75,5.69,0.29,3,OneYear,Standard,No,Yes,6.0,0,869449
51157,22,30,2084.53,46407.49,1,12.62,0.1,1.67,5,Monthly,Basic,No,No,5.0,0,404347
50821,51,27,1767.82,,5,5.53,6.27,0.46,5,Monthly,Basic,No,Yes,3.0,0,240948
50595,21,30,1985.54,82836.49,2,9.53,13.58,0.95,5,Monthly,Premium,Yes,Yes,1.0,0,841357
50480,47,12,1535.08,16979.62,1,11.76,11.48,0.15,4,TwoYear,Basic,Yes,No,10.0,0,421628
51139,26,42,2128.7,90985.15,1,14.84,4.59,9.19,2,Monthly,Basic,No,Yes,9.0,0,412510
50651,33,5,1990.89,4333.24,2,9.09,1.44,0.49,5,TwoYear,Premium,No,Yes,5.0,0,286234
50941,38,30,1691.55,47312.56,4,8.23,0.98,8.12,4,TwoYear,Standard,Yes,Yes,8.0,0,514415
50274,50,21,3402.08,61970.28,2,12.61,,0.24,1,OneYear,Basic,No,Yes,,0,198756
50969,34,47,516.66,47101.79,4,15.22,0.61,6.28,2,Monthly,Premium,Yes,No,7.0,0,443440
50238,19,8,1919.35,19663.03,5,7.7,7.23,1.81,2,OneYear,Basic,Yes,Yes,8.0,0,169309
50440,68,35,2718.69,108085.83,1,9.58,8.05,2.66,1,OneYear,Basic,No,Yes,6.0,0,850458
50003,46,30,1618.52,36196.52,5,6.8,4.87,0.84,3,Monthly,Basic,Yes,No,1.0,0,590785
50007,38,29,1213.13,32159.97,4,8.86,10.34,3.37,1,TwoYear,Standard,No,Yes,4.0,0,421391
50312,41,56,2444.94,153071.04,4,10.45,3.56,1.79,3,Monthly,Basic,No,Yes,2.0,0,585895
51048,38,47,1293.58,76236.11,4,13.89,1.87,5.1,2,Monthly,Basic,No,Yes,7.0,0,518472
50586,25,20,2332.63,46324.68,1,10.01,2.46,2.79,5,Monthly,Standard,No,No,4.0,0,247935
50534,40,26,,28117.61,2,15.57,8.82,2.55,5,Monthly,Standard,No,No,2.0,0,529914
50632,65,8,1894.88,702.73,3,14.72,12.1,1.7,4,OneYear,Standard,Yes,No,1.0,0,848367
50216,69,10,2295.66,3039.56,4,15.94,3.0,3.23,3,TwoYear,Basic,Yes,No,7.0,0,254944
50454,69,59,2203.73,136017.31,3,7.97,18.42,2.08,2,Monthly,Standard,No,Yes,6.0,0,245244
50028,39,36,2116.77,85844.26,1,21.1,2.71,2.77,5,Monthly,Basic,Yes,Yes,8.0,0,735091
51177,32,20,1547.38,28574.29,6,18.76,19.32,4.78,3,Monthly,Standard,No,Yes,8.0,0,133683
50804,62,10,2837.42,7199.01,5,19.51,4.1,0.57,3,OneYear,Standard,No,Yes,7.0,0,670457
50391,69,29,500.0,22548.89,1,5.44,2.86,1.2,1,Monthly,Premium,No,No,2.0,0,108532
51121,18,60,1818.68,100639.85,4,14.92,42.09,0.03,2,Monthly,Premium,No,Yes,10.0,0,606810
50491,18,7,1116.54,-12610.8,0,10.5,22.56,7.28,5,Monthly,Premium,Yes,Yes,10.0,0,555740
51040,69,41,500.0,5255.1,1,6.66,6.79,8.41,5,Monthly,Standard,No,No,6.0,0,952997
50760,40,5,2039.97,23925.89,1,10.24,4.69,14.46,5,TwoYear,Basic,No,Yes,1.0,1,106826
50555,44,35,2022.23,59874.26,5,12.54,4.97,0.6,4,TwoYear,Standard,No,No,2.0,0,224717
50355,55,12,2189.77,36485.07,6,11.86,20.63,1.22,1,TwoYear,Basic,Yes,No,3.0,0,143316
51069,37,12,1313.47,14705.1,4,21.87,10.68,2.87,3,OneYear,Standard,Yes,No,5.0,0,103449
50975,52,25,2468.57,60326.34,1,9.3,3.72,1.89,2,Monthly,Basic,No,Yes,8.0,0,994325
50257,50,43,2178.08,95008.0,3,10.31,7.79,2.76,2,Monthly,Basic,No,Yes,6.0,0,345371
50292,65,55,1016.96,59992.85,4,15.35,4.76,3.43,3,Monthly,Basic,No,Yes,2.0,0,600013
50026,50,31,1806.5,65516.85,0,16.83,0.99,0.03,5,Monthly,Standard,Yes,Yes,9.0,0,979159
50337,50,45,1252.8,58186.5,4,13.82,9.71,0.23,2,Monthly,Standard,No,Yes,1.0,0,385005
51078,68,36,1104.07,36874.14,3,15.99,0.95,0.08,3,OneYear,Standard,No,No,6.0,0,759576
50048,35,36,1847.25,67556.59,6,8.48,15.3,2.5,2,Monthly,Premium,Yes,No,6.0,0,577293
50319,57,51,966.1,70411.21,4,12.06,7.16,0.42,5,TwoYear,Standard,Yes,Yes,6.0,0,885195
50107,18,54,2479.63,152063.22,3,13.21,12.36,0.32,3,Monthly,Basic,No,Yes,6.0,0,896574
50827,23,54,1031.3,45604.45,2,9.31,0.34,0.52,3,Monthly,Basic,Yes,Yes,8.0,0,226097
50056,37,40,2007.64,85763.13,3,11.8,1.74,1.99,4,TwoYear,Basic,Yes,No,8.0,0,315695
50542,36,4,1839.91,11498.98,2,17.83,4.41,5.36,2,Monthly,Standard,No,Yes,5.0,0,154236
50214,41,3,1632.78,-8506.54,3,25.96,1.95,6.19,4,TwoYear,Standard,No,No,10.0,0,961062
50121,58,10,1912.33,18122.72,2,7.5,34.33,2.26,4,OneYear,Basic,No,Yes,7.0,0,686303
50584,34,25,1439.0,32834.49,3,11.11,1.83,0.44,3,Monthly,Basic,Yes,Yes,9.0,0,644982
50439,29,39,1795.07,83363.09,4,6.85,3.71,0.45,2,Monthly,Premium,No,Yes,3.0,0,519623
50562,50,13,1796.22,28691.92,1,17.64,11.87,0.02,4,Monthly,Standard,No,No,10.0,0,908425
50073,21,40,905.38,28422.67,4,8.69,1.61,3.4,2,Monthly,Basic,No,Yes,4.0,0,152084
50715,36,60,2096.96,107571.34,3,4.78,3.12,2.41,5,Monthly,Standard,No,Yes,10.0,0,139800
50772,45,53,586.21,22916.6,3,22.39,0.85,0.8,4,Monthly,Premium,Yes,No,9.0,0,513136
50523,29,31,2243.07,83088.95,0,12.11,11.99,0.13,2,Monthly,Basic,No,No,4.0,0,637460
51084,68,55,,150405.56,1,25.49,0.43,3.93,5,Monthly,Basic,No,Yes,1.0,0,886927
50925,28,46,1874.75,97058.03,4,9.48,0.27,1.97,3,Monthly,Standard,No,No,8.0,0,714845
50960,44,11,2347.53,25828.81,1,15.16,10.39,0.49,1,OneYear,Standard,No,Yes,2.0,0,149094
50573,61,29,2335.77,59548.73,3,7.83,0.2,0.77,2,Monthly,Standard,Yes,No,3.0,0,627481
50583,40,30,1417.44,33948.78,3,14.89,8.97,0.74,3,Monthly,Basic,No,Yes,9.0,0,992455
50459,54,57,2603.19,128524.89,7,9.5,1.95,1.25,2,OneYear,Basic,Yes,Yes,3.0,0,960022
51137,31,6,1313.03,-7298.06,1,16.39,20.42,2.62,4,Monthly,Standard,Yes,No,3.0,0,551739
50326,46,25,1481.63,55196.76,3,6.23,3.53,0.79,5,OneYear,Basic,Yes,Yes,5.0,0,222511
51003,32,33,2085.55,65428.43,3,12.03,0.48,1.24,5,OneYear,Standard,Yes,No,4.0,0,254737
50980,31,8,1255.72,30863.76,1,4.2,12.68,1.54,5,TwoYear,Standard,Yes,Yes,7.0,0,847830
50317,53,17,1351.65,20736.87,3,17.29,6.09,1.14,2,TwoYear,Premium,No,Yes,4.0,0,283219
51067,23,12,2970.04,38256.76,3,16.41,6.1,1.76,3,OneYear,Standard,Yes,No,3.0,0,880585
50858,25,46,2429.63,119623.26,6,13.18,1.04,2.62,3,Monthly,Premium,No,Yes,8.0,0,446743
50702,24,34,1553.59,51656.67,2,4.58,5.25,0.92,4,Monthly,Basic,No,No,10.0,0,176682
50709,36,5,1089.91,4657.84,0,1.0,8.46,1.47,2,Monthly,Premium,No,Yes,10.0,0,438863
51043,62,8,2176.64,7360.63,6,4.62,,1.74,3,Monthly,Basic,No,Yes,6.0,0,519040
50537,53,44,3038.9,130434.29,3,19.34,0.54,11.44,1,Monthly,Basic,Yes,No,7.0,0,396351
50567,20,59,518.46,31983.34,3,12.37,6.46,6.28,2,Monthly,Premium,No,Yes,10.0,0,707405
50061,25,47,2195.08,124999.54,4,16.32,4.81,7.76,5,Monthly,Basic,No,Yes,9.0,0,766862
50747,52,48,1520.62,74916.77,3,12.4,1.71,2.02,1,Monthly,Standard,Yes,No,7.0,0,175529
50093,64,29,2811.77,88033.99,3,15.18,2.86,1.78,2,OneYear,Standard,No,No,6.0,0,403764
50889,32,16,2090.29,27814.93,2,6.93,0.73,0.59,4,Monthly,Standard,No,Yes,4.0,0,114702
50426,67,26,1398.9,38065.47,1,14.41,8.53,3.82,4,TwoYear,Basic,Yes,No,2.0,0,300879
50352,63,25,2215.4,43288.34,7,4.86,23.23,10.38,2,OneYear,Standard,No,Yes,5.0,0,743933
50967,60,18,1282.84,11118.99,3,12.54,3.56,0.76,5,Monthly,Standard,Yes,No,2.0,0,384024
50281,45,18,2645.47,15400.94,3,8.0,17.76,1.26,2,OneYear,Standard,No,Yes,7.0,1,184970
50678,61,4,1592.61,-16246.99,4,11.64,4.48,0.86,4,Monthly,Standard,Yes,Yes,10.0,0,262182
50431,53,40,1888.51,74746.85,1,15.8,6.74,3.46,3,Monthly,Basic,Yes,No,5.0,0,784360
50360,44,21,500.0,4747.96,5,16.09,9.97,7.86,1,Monthly,Premium,No,Yes,2.0,0,953180
50761,28,43,1217.39,57187.56,2,13.62,,1.27,2,TwoYear,Standard,No,No,2.0,0,456460
50568,18,39,1940.46,65539.01,3,17.97,10.12,4.57,3,OneYear,Basic,No,No,10.0,0,949670
50862,20,17,906.92,8097.32,5,9.4,4.41,0.86,4,Monthly,Basic,Yes,Yes,,0,478928
50546,62,13,2221.73,61098.63,3,14.22,4.64,3.11,2,Monthly,Basic,Yes,No,2.0,0,734548
50514,31,52,2196.94,123617.17,9,11.3,3.17,0.51,1,Monthly,Premium,No,Yes,3.0,0,824383
50775,25,31,2067.08,,3,11.14,18.84,2.32,4,Monthly,Premium,Yes,Yes,4.0,0,855984
50183,45,19,979.18,28328.52,2,17.26,0.32,1.21,2,Monthly,Premium,No,Yes,4.0,0,672551
50997,64,33,1061.23,36210.22,4,16.61,1.44,4.22,4,TwoYear,Standard,No,No,1.0,0,615463
50850,21,15,2145.77,43399.63,1,17.68,1.08,0.57,1,Monthly,Standard,No,Yes,10.0,0,325606
50111,28,54,2860.16,141149.67,3,12.09,1.52,11.4,4,Monthly,Standard,Yes,Yes,7.0,0,389668
50371,21,53,2386.29,116664.77,4,16.97,35.52,4.79,4,OneYear,Basic,No,No,10.0,0,398588
50240,43,57,1938.31,116900.74,3,10.16,0.21,10.94,5,OneYear,Basic,No,No,4.0,0,683710
50733,50,40,2559.14,95698.6,3,8.85,20.78,0.26,2,TwoYear,Standard,Yes,Yes,3.0,0,877877
51164,59,55,1822.8,101841.43,4,11.41,13.46,2.47,3,Monthly,Premium,Yes,No,1.0,0,510223
50615,56,37,1736.18,54463.58,3,15.29,8.73,4.35,3,OneYear,Premium,No,Yes,5.0,0,560298
50205,54,30,1275.57,29876.38,2,14.31,13.68,2.84,4,Monthly,Standard,No,Yes,1.0,0,387523
50856,45,26,3433.91,,2,15.89,9.85,4.14,1,Monthly,Standard,No,Yes,7.0,0,476291
50262,20,54,1756.14,66863.71,5,16.04,9.12,3.14,4,Monthly,Premium,No,Yes,4.0,0,111690
51051,65,11,1633.61,11739.86,5,7.68,4.77,3.22,4,Monthly,Premium,No,No,5.0,0,758405
50672,28,38,1529.47,65246.84,2,9.57,1.15,2.27,4,Monthly,Basic,No,Yes,,0,689469
50340,65,37,2717.81,103174.98,1,5.88,5.3,1.99,5,OneYear,Standard,No,Yes,5.0,0,598511
50740,64,19,1663.97,29373.75,2,10.1,6.04,0.68,1,TwoYear,Premium,No,Yes,3.0,0,289923
50833,55,18,1967.7,28291.83,3,12.53,3.77,0.23,4,OneYear,Premium,Yes,No,2.0,0,976821
50494,51,26,1645.22,55398.48,3,19.19,,3.76,4,Monthly,Standard,No,No,1.0,0,162088
50184,45,32,936.57,26734.62,4,12.49,11.2,11.35,2,Monthly,Standard,No,No,9.0,0,502328
50138,52,27,2325.96,83145.67,0,15.82,0.45,2.58,4,Monthly,Basic,No,No,4.0,0,516925
51180,34,6,872.14,5346.44,6,3.47,22.3,10.94,2,TwoYear,Basic,No,Yes,10.0,1,932481
50731,66,40,1656.55,81067.63,0,12.46,4.3,7.2,4,Monthly,Premium,Yes,Yes,10.0,0,354468
50655,42,23,606.59,13289.08,3,18.43,15.68,0.88,3,Monthly,Standard,No,Yes,4.0,0,653043
50081,31,5,1918.79,24591.3,4,6.75,12.69,2.38,2,OneYear,Basic,No,Yes,9.0,0,772691
50520,63,39,1579.31,33729.79,1,13.47,11.26,0.94,1,Monthly,Basic,No,No,5.0,0,889870
50819,30,50,3123.97,147618.31,4,8.85,9.02,4.21,4,Monthly,Standard,No,Yes,4.0,0,902427
50814,43,22,1300.37,24571.65,4,11.08,4.07,5.42,5,TwoYear,Standard,No,Yes,9.0,0,637276
50030,42,24,2560.11,49968.43,3,15.24,11.49,7.56,1,Monthly,Standard,No,No,4.0,0,304999
50472,64,37,1663.54,57457.62,5,16.25,2.97,0.71,3,Monthly,Premium,Yes,Yes,4.0,0,758219
50166,40,41,2572.83,101876.57,1,10.27,0.44,0.52,2,TwoYear,Basic,No,No,1.0,0,872734
50249,22,34,2155.43,74553.63,1,1.0,1.87,0.96,3,OneYear,Standard,No,Yes,3.0,0,810160
50308,20,24,1015.42,17653.27,4,6.62,7.63,0.8,1,Monthly,Premium,Yes,Yes,4.0,0,736778
50789,65,49,3088.15,170836.01,4,8.34,52.35,2.62,4,Monthly,Standard,No,No,2.0,0,570043
50483,36,26,2430.12,67300.03,2,13.66,,5.33,2,Monthly,Premium,No,Yes,5.0,0,456989
50347,65,41,1391.65,55948.84,1,8.33,2.55,2.86,5,Monthly,Basic,No,No,3.0,0,790956
50335,50,58,1997.78,107223.59,7,16.86,4.06,0.32,2,TwoYear,Standard,No,Yes,3.0,0,672842
50286,47,20,1677.98,45061.33,4,9.68,1.73,1.35,1,Monthly,Standard,Yes,Yes,7.0,0,503613
50985,41,41,1688.28,60097.36,4,8.06,9.32,2.64,4,Monthly,Basic,Yes,Yes,3.0,0,517519
50098,58,11,2202.83,,6,15.54,5.58,0.01,5,OneYear,Basic,No,Yes,10.0,0,116049
50971,53,38,2034.67,78652.67,3,23.03,17.64,1.22,5,TwoYear,Standard,Yes,Yes,,0,648239
51056,48,58,1978.9,124483.39,1,1.0,2.77,1.01,1,OneYear,Premium,No,Yes,4.0,0,335325
50946,39,20,1707.24,33873.83,3,8.08,4.34,0.35,5,OneYear,Premium,No,No,6.0,0,661837
50623,30,24,1336.1,41115.41,1,22.01,24.68,3.28,4,Monthly,Standard,No,Yes,2.0,0,812152
50705,21,15,3273.64,54184.73,4,11.13,36.76,8.86,4,Monthly,Basic,No,No,3.0,0,189643
50635,30,54,2636.27,150698.93,1,4.92,3.52,1.66,1,Monthly,Basic,Yes,Yes,2.0,0,837200
50830,22,26,1551.51,44471.5,4,10.56,3.84,2.4,2,Monthly,Standard,No,No,5.0,0,789087
50839,27,36,1928.31,67230.15,4,17.82,1.95,7.02,5,TwoYear,Standard,Yes,Yes,3.0,0,698730
50713,27,6,1620.39,11276.34,3,2.14,11.54,3.57,2,Monthly,Basic,No,Yes,7.0,0,247245
50066,53,26,2198.97,73814.19,2,7.11,0.12,3.84,3,Monthly,Premium,Yes,Yes,10.0,0,298735
50658,53,35,2570.42,90083.21,3,14.38,1.49,1.67,5,OneYear,Basic,Yes,No,8.0,0,689059
50769,41,10,2658.48,40472.99,3,13.63,0.2,1.01,1,Monthly,Basic,No,Yes,7.0,0,338995
