EmployeeID,Age,Gender,Department,JobLevel,YearsAtCompany,MonthlyIncome,Overtime,WorkLifeBalance,DistanceFromHome,NumCompaniesWorked,TrainingHours,PerformanceRating,SatisfactionScore,Attrition,BadgeNumber
10309,43,Female,Marketing,3,17,64742.0,Yes,Fair,29,5,62.0,High,5,No,369351
10310,22,Male,Sales,4,13,83416.0,No,Good,37,9,32.0,Average,4,No,719092
10311,47,Female,Finance,1,19,29906.0,No,Fair,36,8,8.0,Average,5,No,827382
10312,22,Female,Finance,4,18,96821.0,No,Fair,23,3,14.0,Average,9,No,393366
10313,46,Female,HR,3,6,68552.0,Yes,Good,16,7,55.0,Average,3,No,970735
10314,37,Female,IT,3,3,56499.0,No,Fair,31,2,22.0,Average,4,No,794275
10315,53,Male,IT,2,33,,No,Fair,34,3,51.0,Average,8,No,634305
10316,29,Female,Sales,1,1,13342.0,No,Fair,1,9,36.0,Average,3,No,246166
10317,59,Female,HR,2,4,39017.0,No,Poor,18,3,,Average,3,No,655524
10318,49,Female,Sales,3,9,62994.0,No,Good,40,5,40.0,Average,9,No,500880
10319,46,Male,Sales,1,31,60670.0,Yes,Good,43,8,13.0,Average,5,Yes,392065
10320,55,Male,Finance,3,12,64386.0,Yes,Poor,15,5,40.0,Average,10,No,457525
10321,45,Male,HR,1,4,25410.0,No,Fair,17,0,33.0,Average,1,No,966541
10322,44,Female,Finance,1,9,26967.0,No,Fair,44,4,20.0,Average,7,No,950022
10323,33,Female,IT,1,9,24331.0,Yes,Good,10,8,25.0,Low,7,No,895822
10324,27,Male,Marketing,1,26,47217.0,Yes,Poor,20,4,68.0,Average,6,No,526993
10325,56,Female,IT,2,20,,Yes,Good,6,5,70.0,Average,6,No,803948
10326,40,Male,Sales,1,7,31889.0,No,Poor,8,2,63.0,High,3,No,486795
10327,21,Male,IT,5,0,88488.0,Yes,Fair,34,7,32.0,Average,3,No,535883
10328,28,Female,Sales,2,27,61176.0,No,Excellent,32,9,59.0,Average,10,No,491685
10329,36,Female,IT,1,13,39598.0,No,Good,42,3,35.0,Average,9,Yes,654268
10330,34,Female,Marketing,3,20,72610.0,Yes,Poor,4,3,37.0,Average,1,No,741248
10331,32,Female,Sales,4,29,108364.0,No,Excellent,44,4,64.0,High,7,No,856276
10332,43,Male,HR,3,20,77851.0,Yes,Good,39,9,45.0,Average,10,No,163470
10333,35,Male,Finance,1,8,26648.0,No,Excellent,20,8,50.0,Average,7,No,434906
10334,48,Male,Marketing,4,16,88278.0,Yes,Good,24,7,53.0,Average,8,No,974415
10335,54,Male,IT,3,4,62520.0,No,Good,24,6,69.0,Average,6,No,464789
10336,22,Male,Sales,1,30,97521.0,No,Excellent,52,4,46.0,Low,8,No,773286
10337,52,Female,IT,1,18,,Yes,Fair,25,8,27.0,Average,1,Yes,117621
10338,43,Male,HR,2,32,68924.0,Yes,Good,36,8,31.0,Average,1,No,957677
10339,42,Male,Finance,1,12,34847.0,No,Good,7,9,36.0,High,9,No,224604
10340,45,Male,Marketing,4,13,89730.0,Yes,Poor,10,9,7.0,Average,4,No,440920
10341,42,Female,Finance,2,32,82049.0,No,Poor,12,1,64.0,Low,3,No,135031
10342,42,Female,Marketing,4,28,106786.0,No,Fair,1,3,,Average,6,No,394290
10343,26,Female,Sales,2,9,41825.0,No,Good,25,7,36.0,Average,10,Yes,608186
10344,35,Female,Finance,1,30,44371.0,No,Good,16,0,11.0,Average,9,No,894430
10345,57,Male,Finance,1,5,21907.0,No,Good,5,4,75.0,Average,10,No,214619
10346,53,Male,Sales,2,0,24250.0,No,Poor,19,7,73.0,Average,4,No,569564
10347,28,Female,Marketing,3,6,,No,Good,4,1,62.0,High,9,No,217974
10348,25,Female,Sales,3,26,83444.0,Yes,Excellent,6,1,44.0,Low,5,No,393245
10349,59,Male,IT,1,20,37860.0,Yes,Good,26,7,52.0,Average,7,No,885452
10350,24,Male,Finance,1,27,50650.0,No,Good,39,9,55.0,Average,3,No,441908
10351,26,Female,IT,1,15,34583.0,No,Good,39,8,61.0,Average,3,No,517963
10352,52,Female,Sales,3,22,78433.0,No,Good,9,6,75.0,Average,3,No,473980
10353,50,Female,IT,1,19,26255.0,Yes,Good,14,7,41.0,High,8,No,816160
10354,55,Female,IT,2,24,57031.0,No,Excellent,9,4,79.0,High,6,No,719614
10355,36,Male,Marketing,3,27,90255.0,Yes,Good,15,0,78.0,Average,9,No,364026
10356,33,Male,IT,4,4,81625.0,Yes,Excellent,37,3,59.0,Average,9,No,270027
10357,50,Male,HR,2,20,48967.0,No,Fair,20,1,45.0,Average,8,No,839555
10358,39,Female,Finance,1,17,33511.0,Yes,Fair,8,2,24.0,Average,1,No,159965
10359,37,Female,IT,3,5,66431.0,No,Poor,32,2,37.0,Average,6,No,737244
10360,39,Male,IT,3,28,249873.0,No,Good,42,8,44.0,Average,4,No,319866
10361,48,Male,IT,2,18,56931.0,No,Good,41,9,38.0,Average,4,No,844782
10362,46,Male,Marketing,4,32,119050.0,No,Fair,19,3,66.0,Average,3,No,272632
10363,57,Male,IT,4,0,69830.0,Yes,Fair,29,1,,High,9,No,655631
10364,46,Female,IT,1,2,17371.0,Yes,Excellent,31,2,47.0,High,2,No,349550
10365,43,Male,Sales,1,20,41057.0,No,,6,2,73.0,Average,1,No,970375
10366,29,Male,Sales,2,34,,No,Good,4,6,67.0,Low,10,No,215154
10367,32,Male,Sales,3,2,59077.0,No,Good,43,7,14.0,High,3,No,497166
10368,21,Male,Sales,1,24,46914.0,Yes,Good,29,5,17.0,Average,4,No,234961
10369,21,Male,IT,3,19,73653.0,No,Good,42,3,9.0,High,4,No,587720
10370,54,Male,Finance,3,33,,No,Excellent,3,5,62.0,Low,6,No,643264
10371,52,Male,IT,1,20,45958.0,No,Fair,1,0,63.0,Average,1,No,385160
10372,45,Female,Finance,3,22,73960.0,No,Good,44,9,63.0,Average,1,No,830107
10373,21,Female,Marketing,4,5,82119.0,Yes,Fair,15,7,19.0,High,2,No,778102
10374,36,Female,Finance,1,12,31493.0,Yes,Good,21,0,5.0,Low,4,Yes,909985
10375,59,Female,IT,2,22,62548.0,No,Good,31,4,42.0,Average,7,No,818698
10376,25,Male,IT,2,8,40294.0,No,Good,7,1,57.0,Average,6,No,653620
10377,42,Female,IT,4,16,88800.0,Yes,Fair,17,5,56.0,High,9,No,309697
10378,49,Female,Sales,5,1,85019.0,No,Good,19,8,5.0,High,7,No,759796
10379,23,Male,HR,2,18,,Yes,Fair,39,4,15.0,High,5,No,248159
10380,32,Male,Marketing,3,18,77862.0,Yes,Fair,3,3,62.0,High,6,No,942134
10381,46,Female,Finance,2,6,41069.0,Yes,Poor,30,1,44.0,Low,10,Yes,125428
10382,36,Female,Sales,2,19,51002.0,Yes,Good,35,2,64.0,Low,9,No,783514
10383,57,Male,IT,1,8,40662.0,No,Good,29,5,48.0,Average,1,Yes,716333
10384,42,Female,Finance,1,16,30452.0,No,Good,14,7,10.0,Average,9,No,337012
10385,49,Male,Sales,1,26,55752.0,Yes,Good,35,7,32.0,High,6,No,355739
10386,34,Male,HR,2,1,28341.0,Yes,Good,28,4,35.0,High,4,No,537963
10387,48,Male,Marketing,1,18,42339.0,No,Good,30,4,12.0,Average,5,No,207369
10388,25,Male,IT,4,16,89696.0,Yes,Good,26,9,9.0,Average,1,Yes,134349
10389,50,Female,Sales,1,4,19025.0,No,Good,7,2,58.0,High,7,No,300565
10390,25,Male,IT,1,17,39580.0,Yes,,39,6,21.0,Average,8,No,137358
10391,32,Male,Marketing,2,6,43573.0,No,Good,31,5,42.0,Average,5,No,676772
10392,36,Female,IT,3,16,68325.0,Yes,Excellent,5,0,13.0,Average,2,Yes,835809
10393,46,Male,Sales,1,3,16453.0,Yes,Excellent,35,3,78.0,Average,8,No,150837
10394,46,Female,HR,2,24,166068.0,Yes,Fair,28,5,18.0,Average,10,No,699621
10395,41,Female,IT,5,4,96633.0,Yes,Fair,36,5,30.0,Average,7,No,369675
10396,59,Female,IT,1,29,45277.0,No,Good,27,2,,Low,10,No,113825
10397,56,Male,Finance,2,11,49223.0,No,Fair,24,5,29.0,High,9,No,434591
10398,53,Female,Sales,4,3,79154.0,Yes,Poor,40,9,40.0,Average,4,Yes,525532
10399,50,Female,Marketing,1,23,46848.0,Yes,Excellent,29,5,37.0,Average,9,No,433411
10400,57,Male,Sales,2,28,65261.0,No,Fair,22,8,7.0,High,4,No,379423
10401,43,Female,HR,2,8,51052.0,No,Excellent,8,8,15.0,Average,3,No,737382
10402,30,Female,Sales,2,3,37152.0,No,Good,15,1,62.0,Average,3,No,473903
10403,25,Female,HR,1,23,37595.0,No,Good,5,3,68.0,High,10,No,799583
10404,56,Female,IT,1,13,31897.0,No,Fair,4,8,22.0,Average,2,No,321024
10405,54,Female,IT,2,4,44320.0,No,Fair,11,3,51.0,High,10,No,259072
10406,51,Male,Sales,1,17,34353.0,No,Good,18,7,48.0,Average,3,No,398443
10407,30,Female,IT,3,18,80869.0,No,Fair,42,9,63.0,Low,8,No,307274
10408,39,Female,Sales,2,11,44578.0,Yes,Fair,30,2,54.0,Average,8,No,511461
10409,52,Male,Finance,2,17,52594.0,Yes,Fair,15,2,73.0,Average,2,No,329174
10410,21,Male,Marketing,4,16,84923.0,Yes,Fair,6,8,33.0,High,2,No,520555
10411,25,Male,HR,3,29,92902.0,No,Fair,16,9,,Average,2,No,825748
10412,24,Female,IT,1,23,45280.0,No,Good,40,7,6.0,High,10,No,968382
10413,36,Male,HR,4,10,78121.0,No,Fair,9,0,29.0,High,7,No,294891
10414,44,Female,Sales,1,34,56422.0,Yes,Poor,43,9,23.0,Average,6,No,573033
10415,36,Female,HR,1,22,25973.0,No,Good,34,1,44.0,High,1,No,489031
10416,22,Male,Finance,3,16,77867.0,No,Excellent,27,2,6.0,Average,2,No,214074
10417,48,Male,IT,2,0,34975.0,Yes,,13,1,69.0,Average,1,No,736979
10418,52,Female,Sales,2,14,38362.0,No,Fair,36,2,66.0,High,7,No,521247
10419,47,Male,Finance,1,31,46459.0,No,Good,27,7,58.0,Average,6,No,771986
10420,40,Female,IT,2,8,43070.0,No,Excellent,9,5,,Average,2,No,647590
10421,44,Male,Finance,1,14,26914.0,No,Good,5,6,53.0,Average,2,No,735565
10422,32,Male,IT,4,27,109160.0,No,,22,9,73.0,Average,2,No,802051
10423,55,Male,IT,1,23,48111.0,No,Fair,31,9,42.0,Average,8,No,523328
10424,53,Female,Sales,4,34,114957.0,No,Good,3,5,8.0,Average,7,No,355450
10425,53,Male,Sales,2,21,45573.0,No,Poor,30,0,21.0,Average,1,No,957479
10426,57,Female,Marketing,4,26,100047.0,Yes,Good,21,2,57.0,Low,4,No,203812
10427,32,Female,Sales,3,18,71414.0,No,Good,35,0,57.0,Low,4,Yes,301276
10428,23,Female,Marketing,3,11,61475.0,Yes,Excellent,6,9,35.0,Average,7,No,303623
10429,21,Female,IT,2,19,56308.0,No,Fair,28,8,26.0,Average,2,Yes,328027
10430,53,Male,Sales,1,0,11242.0,No,Poor,32,8,15.0,High,4,Yes,228407
10431,30,Female,Sales,1,20,43291.0,No,Good,42,4,38.0,Average,1,No,991398
10432,49,Female,Sales,4,0,76599.0,No,Good,37,3,19.0,Average,4,No,621404
10433,33,Male,Marketing,4,9,86882.0,Yes,Good,25,8,14.0,Average,1,No,524530
10434,32,Female,IT,2,31,72372.0,No,Fair,32,8,57.0,Average,2,No,562755
10435,51,Male,HR,1,21,55195.0,Yes,Fair,35,2,52.0,Average,2,No,753594
10436,22,Female,HR,2,17,63239.0,Yes,Good,22,4,35.0,High,10,No,781595
10437,55,Male,Sales,3,31,90590.0,No,Fair,24,2,41.0,High,3,No,291644
10438,43,Female,IT,2,26,64306.0,Yes,Excellent,39,9,32.0,High,8,No,919798
10439,37,Male,Sales,3,27,94428.0,No,Good,30,1,35.0,High,6,No,413491
10440,46,Female,Finance,5,17,116445.0,No,Good,32,0,,Average,6,No,657125
10441,28,Female,HR,1,28,43137.0,No,Good,31,9,18.0,Average,9,No,894571
10442,49,Male,HR,2,17,,No,,23,1,20.0,Average,8,No,240657
10443,46,Male,IT,2,7,43473.0,Yes,Fair,40,7,29.0,Average,2,No,365803
10444,30,Male,IT,2,30,66834.0,Yes,Excellent,33,7,43.0,High,6,No,978193
10445,46,Male,Marketing,1,33,45724.0,No,Fair,25,2,70.0,Average,1,No,629922
10446,54,Female,IT,1,6,23586.0,No,Good,36,6,42.0,High,9,No,216969
10447,27,Female,Sales,4,17,92326.0,No,Fair,24,6,45.0,Average,4,No,991558
10448,24,Male,IT,2,8,55123.0,No,Good,31,1,44.0,High,4,No,627970
10449,31,Female,Sales,2,8,51343.0,Yes,Fair,39,8,68.0,Average,9,No,825458
10450,49,Male,Sales,4,7,76902.0,No,Fair,13,2,20.0,Average,3,No,997917
10451,56,Male,Marketing,3,34,97136.0,No,Excellent,10,1,63.0,Average,5,No,175038
10452,45,Female,Finance,1,17,43357.0,Yes,Fair,23,2,15.0,High,1,No,498629
10453,41,Female,Marketing,2,4,41315.0,Yes,Good,18,1,5.0,High,6,No,121984
10454,56,Female,IT,2,13,48077.0,Yes,Excellent,32,7,17.0,Average,3,No,882469
10455,30,Female,IT,3,27,83206.0,Yes,Poor,33,4,34.0,Average,1,No,382631
10456,57,Female,Sales,3,29,91112.0,No,Good,36,2,73.0,Average,10,No,102075
10457,29,Female,Sales,3,3,60077.0,Yes,Fair,28,4,,High,6,No,526766
10458,44,Female,Finance,2,19,57042.0,Yes,Poor,16,7,17.0,Average,10,No,185726
10459,55,Male,HR,4,24,85085.0,Yes,Good,16,6,36.0,Average,2,No,459943
10460,55,Male,Finance,1,27,42656.0,No,Excellent,18,5,75.0,Average,8,No,666581
10461,56,Male,Finance,1,11,34918.0,No,Poor,8,0,,Average,2,No,570661
10462,38,Male,Sales,2,1,24414.0,Yes,Good,42,9,54.0,Low,4,No,260284
10463,59,Male,IT,1,13,40705.0,Yes,Good,16,0,75.0,Average,3,No,901394
10464,52,Female,IT,1,21,49416.0,Yes,Excellent,11,0,35.0,High,9,No,771213
10465,44,Male,Sales,4,30,108246.0,No,Poor,6,9,55.0,High,2,No,412353
10466,43,Male,Finance,4,22,101987.0,Yes,Good,1,7,31.0,Low,3,No,835271
10467,52,Male,IT,2,19,61972.0,No,Good,12,7,64.0,High,7,No,340969
10468,57,Male,Sales,1,3,20898.0,No,Good,38,6,37.0,Average,4,No,954077
10469,32,Male,IT,1,14,26556.0,No,Excellent,28,5,57.0,Average,6,No,553717
10470,33,Male,Marketing,1,23,51403.0,Yes,Excellent,17,3,,Low,3,No,488820
10471,43,Male,Sales,1,24,55243.0,No,Poor,1,0,37.0,Average,1,No,877331
10472,45,Female,Finance,4,0,64748.0,No,Good,32,8,45.0,High,6,No,166856
10473,55,Female,Sales,1,6,16732.0,Yes,Good,8,0,23.0,Low,4,No,475162
10474,50,Male,Finance,2,30,71179.0,No,Fair,40,3,45.0,Average,2,No,615753
10475,37,Female,Finance,1,11,,Yes,Good,43,2,46.0,High,7,Yes,443667
10476,40,Female,HR,4,4,77669.0,Yes,Good,24,6,27.0,Average,10,No,661473
10477,45,Female,HR,3,11,,Yes,Good,10,4,79.0,High,5,No,300307
10478,42,Female,Finance,4,17,78925.0,No,Excellent,39,4,37.0,Average,6,No,543100
10479,33,Male,IT,3,1,64687.0,No,Poor,39,3,24.0,Low,6,No,818218
10480,39,Female,Finance,2,9,44359.0,No,Excellent,10,0,29.0,High,9,No,193745
10481,56,Female,Sales,1,14,37870.0,Yes,Good,36,4,56.0,Average,2,No,557542
10482,32,Female,Marketing,3,29,92512.0,No,Good,25,3,16.0,Average,6,No,663618
10483,39,Male,Finance,2,16,59612.0,Yes,Excellent,10,9,36.0,Average,9,No,349309
10484,32,Male,Marketing,2,3,39971.0,No,Good,19,7,37.0,Average,4,No,932847
10485,29,Male,Sales,1,6,26973.0,Yes,Good,15,1,78.0,High,6,No,423150
10486,27,Male,IT,1,30,55734.0,Yes,Good,16,7,72.0,Average,7,No,804487
10487,48,Male,IT,2,33,71818.0,No,Good,2,0,19.0,Low,1,No,122547
10488,34,Male,HR,2,5,31451.0,Yes,Excellent,29,3,,High,5,No,385083
10489,51,Male,IT,3,33,86284.0,No,Excellent,4,2,10.0,Average,4,No,441882
10490,39,Female,Sales,1,14,34174.0,No,Fair,29,4,73.0,Average,10,No,456900
10491,36,Female,Finance,2,13,46879.0,No,Fair,31,4,73.0,Average,2,No,842658
10492,25,Female,IT,1,5,19293.0,No,Good,17,4,39.0,High,2,No,567548
10493,55,Male,Sales,1,31,65995.0,No,Poor,10,3,38.0,Low,2,No,757082
10494,32,Male,IT,2,2,43553.0,Yes,Good,27,7,67.0,Average,7,No,474984
10495,45,Male,IT,1,2,18887.0,No,Fair,41,2,72.0,Average,4,No,635962
10496,41,Male,Sales,1,21,47232.0,No,Good,15,3,22.0,Low,6,No,476095
10497,56,Male,Marketing,2,21,58678.0,Yes,Poor,44,0,30.0,Average,7,Yes,492239
10498,43,Female,Marketing,1,9,29464.0,Yes,Fair,31,6,65.0,Average,9,No,863437
10499,36,Female,IT,1,2,23049.0,No,Good,21,0,78.0,Average,2,No,222225
10500,59,Male,Sales,1,11,28694.0,No,Good,41,1,52.0,Low,10,No,495494
10501,59,Male,Finance,1,28,47488.0,No,Excellent,26,6,76.0,Average,9,No,266190
10502,34,Male,IT,1,16,44543.0,Yes,Excellent,38,0,35.0,High,5,No,300231
10503,51,Male,HR,3,6,64884.0,No,Good,36,2,38.0,Average,6,No,499746
10504,25,Female,IT,1,12,18872.0,Yes,Poor,17,5,11.0,Average,6,No,674154
10505,55,Male,IT,1,1,15191.0,No,Excellent,3,5,11.0,Average,3,No,967955
10506,43,Male,IT,2,3,34912.0,No,Excellent,14,5,,Average,10,No,643834
10507,49,Male,IT,3,9,61073.0,Yes,Excellent,13,1,12.0,Low,7,No,939737
10508,31,Male,IT,4,23,104774.0,No,Fair,41,1,5.0,Average,7,No,202833
10509,38,Female,Marketing,3,16,73315.0,No,Excellent,27,5,7.0,Average,8,No,250025
10510,32,Male,HR,3,5,51662.0,No,Fair,1,9,57.0,High,5,No,790943
10511,29,Male,Finance,2,18,55300.0,No,Good,17,4,42.0,Average,2,No,319964
10512,30,Female,Marketing,3,4,62050.0,No,Excellent,34,6,55.0,High,3,Yes,359832
10513,37,Female,IT,2,31,71882.0,No,Fair,14,6,19.0,Average,9,No,825474
10514,58,Female,IT,1,9,24931.0,Yes,Excellent,17,4,71.0,High,6,Yes,890894
10515,27,Male,IT,1,8,29587.0,Yes,Fair,3,7,68.0,Average,8,No,363032
10516,33,Male,IT,1,26,58909.0,Yes,Excellent,34,9,72.0,Average,8,No,974300
10517,29,Female,Finance,4,12,89168.0,No,Fair,40,5,9.0,High,5,No,316470
10518,47,Female,IT,2,18,65405.0,No,,25,4,14.0,Low,1,No,185509
10519,22,Female,Marketing,3,20,74534.0,Yes,Poor,2,3,12.0,Average,6,No,736234
10520,25,Female,Sales,2,23,,No,Good,34,6,16.0,Low,7,No,953691
10521,49,Female,Sales,2,3,39428.0,No,Good,26,3,,High,9,No,609162
10522,57,Female,IT,1,23,46312.0,No,Good,31,4,63.0,Low,2,No,909842
10523,58,Male,HR,1,34,61443.0,No,Fair,9,4,71.0,High,2,No,632890
10524,39,Male,Sales,4,2,68886.0,No,Good,30,0,54.0,Average,10,No,118614
10525,28,Male,HR,3,3,61483.0,Yes,Fair,20,0,27.0,Low,1,No,487229
10526,21,Female,Sales,2,34,,Yes,Good,21,2,44.0,Average,5,No,118444
10527,42,Female,Sales,4,30,,No,Fair,29,2,22.0,Average,2,No,415194
10528,37,Female,Marketing,1,24,59613.0,Yes,Excellent,25,1,25.0,Average,3,No,168149
10529,27,Female,Sales,5,12,101339.0,Yes,Poor,38,1,5.0,Average,2,No,745991
10530,45,Female,Finance,2,3,,No,Fair,44,5,42.0,Average,4,No,994740
10531,24,Female,Finance,2,13,61789.0,Yes,Fair,25,0,45.0,Low,3,No,450762
10532,56,Male,Marketing,2,12,36513.0,No,Good,9,5,46.0,Average,9,No,216490
10533,26,Male,Sales,1,26,55957.0,Yes,Fair,39,4,13.0,High,10,No,144866
10534,51,Female,Marketing,1,5,27893.0,No,Good,44,5,27.0,Average,2,No,559429
10535,39,Male,IT,3,16,83042.0,Yes,Excellent,26,4,15.0,High,7,No,812599
10536,59,Female,IT,4,34,105710.0,Yes,,37,6,75.0,Average,3,No,743689
10537,47,Male,IT,3,16,81907.0,No,Good,16,0,35.0,High,10,No,730322
10538,30,Female,Finance,1,1,14763.0,No,Poor,37,2,30.0,Average,8,No,667499
10539,46,Female,HR,2,12,56728.0,No,Good,12,5,,Low,4,No,496220
10540,39,Male,Finance,1,1,18983.0,No,Fair,24,0,38.0,High,4,No,163789
10541,59,Male,IT,1,27,,Yes,Good,26,6,50.0,High,9,No,869066
10542,23,Female,Finance,3,25,84293.0,No,,20,3,73.0,Average,3,No,174522
10543,33,Female,Marketing,2,21,50163.0,No,Good,9,2,9.0,Average,7,No,688372
10544,48,Male,Sales,1,2,1676.0,No,Good,23,9,65.0,Average,1,No,723320
10545,40,Male,Marketing,1,34,60059.0,Yes,Excellent,39,8,42.0,Average,7,No,388413
10546,48,Female,Sales,5,11,101617.0,No,Fair,29,0,32.0,High,10,No,179709
10547,28,Male,Sales,1,23,47989.0,No,Good,31,7,30.0,Average,2,No,213145
10548,59,Female,Sales,2,4,39287.0,Yes,Fair,19,0,65.0,High,6,No,645406
10549,21,Female,HR,2,19,70908.0,No,Good,20,4,27.0,Average,9,No,853854
10550,23,Female,IT,1,12,33783.0,Yes,Excellent,23,9,50.0,High,6,No,376233
10551,33,Female,Sales,1,11,28518.0,No,Good,43,7,34.0,High,3,No,142956
10552,48,Male,Sales,2,12,52424.0,No,Good,27,5,71.0,Average,1,No,863963
10553,45,Male,Marketing,3,9,62227.0,No,Excellent,30,6,37.0,Average,4,No,978033
10554,53,Male,Finance,2,32,74957.0,No,Good,21,7,7.0,High,4,No,703514
10555,58,Male,Finance,3,15,194085.0,Yes,Good,88,5,73.0,Average,8,No,732893
10556,26,Male,Marketing,5,34,130748.0,No,Good,35,5,46.0,Average,10,No,859703
10557,52,Male,Finance,3,2,53532.0,No,,7,5,66.0,Average,10,No,991181
10558,41,Male,Sales,2,4,34063.0,Yes,Fair,22,4,62.0,Average,7,No,469277
10559,36,Female,HR,2,25,77854.0,No,Excellent,10,7,61.0,High,10,No,227974
10560,41,Male,Finance,3,10,59497.0,No,Good,23,1,5.0,Average,7,No,614219
10561,31,Male,HR,3,6,61241.0,Yes,Poor,15,6,77.0,High,7,No,433304
10562,57,Female,IT,2,9,41983.0,Yes,Good,30,3,64.0,Average,2,Yes,972510
10563,56,Male,Sales,3,33,95382.0,Yes,Good,34,0,73.0,Average,9,No,143779
10564,55,Male,HR,1,2,,No,Fair,13,4,63.0,Average,6,No,251567
10565,39,Female,IT,2,7,49442.0,No,Good,4,2,50.0,Average,2,No,926034
10566,40,Male,IT,1,30,66216.0,No,Excellent,18,3,38.0,Average,1,No,284175
10567,38,Male,IT,1,10,24962.0,No,Excellent,23,6,29.0,Average,1,No,842500
10568,34,Male,IT,1,6,32501.0,No,Excellent,33,4,46.0,Average,1,No,103247
10569,35,Female,Sales,3,1,52908.0,No,Excellent,34,3,33.0,High,4,No,281440
10570,51,Male,Sales,2,5,51034.0,Yes,Poor,34,0,29.0,Average,4,Yes,755300
10571,21,Male,Marketing,1,31,68330.0,No,Good,36,5,58.0,Average,9,No,730572
10572,23,Female,IT,2,19,57397.0,No,,35,9,77.0,High,1,No,518690
10573,36,Male,Sales,2,33,66478.0,No,Good,17,5,71.0,Average,3,No,498802
10574,43,Female,Finance,1,15,41688.0,No,Good,28,6,19.0,Average,3,No,418372
10575,31,Female,Sales,3,24,84146.0,No,Good,14,0,8.0,Average,8,No,370084
10576,32,Male,IT,3,11,,No,Good,34,3,42.0,Average,2,No,380750
10577,30,Female,Sales,3,6,59160.0,Yes,Excellent,11,8,24.0,Average,6,No,732041
10578,52,Female,Finance,3,16,67893.0,No,Good,13,9,27.0,Average,4,No,402891
10579,36,Male,IT,2,10,54962.0,Yes,Good,33,5,41.0,Average,10,No,557943
10580,28,Female,Sales,1,5,25918.0,No,Excellent,2,1,66.0,Average,6,No,789642
10581,58,Female,Marketing,1,22,35738.0,Yes,Good,34,3,12.0,High,5,No,944192
10582,32,Male,IT,1,26,53321.0,Yes,Fair,29,5,41.0,Average,9,No,624022
10583,44,Male,HR,5,5,98917.0,Yes,Good,37,3,49.0,Average,9,No,866402
10584,48,Male,Sales,1,1,17248.0,No,Excellent,4,9,37.0,Low,1,No,102883
10585,28,Female,Sales,1,21,52918.0,Yes,Good,12,6,11.0,High,3,No,529810
10586,48,Male,Sales,4,19,91090.0,No,Good,26,2,26.0,Average,1,No,851391
10587,56,Female,IT,4,24,99786.0,No,Good,28,5,9.0,Average,6,No,309175
10588,46,Female,Finance,3,14,75411.0,Yes,Fair,3,3,19.0,High,3,No,694163
10589,28,Female,IT,1,28,52060.0,Yes,Excellent,20,2,25.0,Average,1,No,974641
10590,48,Female,Sales,1,7,18093.0,No,Excellent,10,2,21.0,Average,6,No,247558
10591,48,Female,Sales,2,32,75502.0,No,Fair,18,1,60.0,Average,5,No,176085
10592,57,Female,Sales,1,21,40713.0,No,Fair,27,2,54.0,Low,8,No,890425
10593,56,Female,IT,1,4,27941.0,No,Excellent,31,9,11.0,High,2,No,505435
10594,47,Male,Finance,2,17,57307.0,Yes,Excellent,27,0,54.0,Low,8,No,365852
10595,37,Male,Sales,4,29,107367.0,Yes,Excellent,42,2,64.0,Average,5,No,128788
10596,29,Female,Finance,2,30,65710.0,Yes,Excellent,1,8,11.0,Low,8,No,101495
10597,53,Female,Marketing,3,9,63419.0,No,Good,6,3,44.0,High,10,No,850330
10598,40,Male,IT,3,14,76620.0,No,Good,11,2,49.0,Average,4,No,529376
10599,33,Female,Finance,1,17,33740.0,No,Good,34,7,63.0,Average,4,No,734290
10600,48,Male,IT,3,22,80204.0,Yes,Poor,39,0,79.0,Average,10,No,238609
10601,49,Male,IT,1,32,50781.0,Yes,Good,20,4,59.0,Average,4,No,266625
10602,33,Male,IT,1,15,28896.0,Yes,Good,21,0,68.0,Average,6,No,777563
10603,55,Female,IT,3,34,94290.0,No,Good,21,6,69.0,Average,4,No,480491
10604,26,Female,Sales,1,33,58642.0,Yes,Good,18,4,,Average,9,No,957556
10605,38,Male,HR,5,27,134363.0,No,Good,21,1,44.0,Average,9,No,849204
10606,25,Male,HR,1,1,16467.0,No,Fair,19,0,57.0,Average,3,No,465250
10607,45,Male,IT,3,29,,No,Fair,4,6,48.0,Average,7,No,137659
10608,22,Male,Sales,2,12,42899.0,No,Fair,13,0,67.0,Average,5,No,997496
10609,30,Male,Marketing,1,15,39673.0,No,Fair,18,2,6.0,High,9,No,426187
10610,50,Female,Finance,1,4,25188.0,No,Excellent,29,5,25.0,Average,2,No,889957
10611,25,Male,IT,3,27,95330.0,No,Fair,25,5,54.0,Average,3,No,578653
10612,53,Female,Sales,4,19,101469.0,No,Fair,13,6,56.0,Average,10,No,366921
10613,21,Male,Marketing,4,23,101708.0,No,Good,27,0,13.0,High,5,No,825085
10614,38,Female,Finance,2,26,64379.0,No,Good,19,6,24.0,Low,5,No,801151
10615,52,Female,Finance,3,29,90028.0,No,Fair,1,1,22.0,Average,10,No,713141
10616,31,Female,Sales,3,26,84533.0,No,,38,5,34.0,Average,7,No,351897
10617,41,Female,IT,3,25,89720.0,No,Good,19,7,69.0,Average,8,No,360133
10618,46,Female,Sales,2,6,48157.0,No,Fair,1,4,28.0,High,8,No,786861
10619,45,Female,Sales,3,4,57021.0,Yes,Fair,40,9,51.0,Average,1,No,225409
