,transfrom__WorkLifeBalance,transform_num__MonthlyIncome,Ordinal_Encoding__PerformanceRating,OneHot_Encoding__Department_HR,OneHot_Encoding__Department_IT,OneHot_Encoding__Department_Marketing,OneHot_Encoding__Department_Sales,OneHot_Encoding__Gender_Male,OneHot_Encoding__Overtime_Yes,remainder__Age,remainder__JobLevel,remainder__YearsAtCompany,remainder__DistanceFromHome,remainder__NumCompaniesWorked,remainder__SatisfactionScore,Attrition
208,2.0,54724.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,27.0,1.0,24.0,3.0,5.0,7.0,0
209,2.0,50216.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,53.0,2.0,11.0,17.0,5.0,1.0,0
210,3.0,50662.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,1.0,25.0,24.0,9.0,6.0,0
211,0.0,160680.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,38.0,1.0,32.0,48.0,4.0,4.0,0
212,2.0,89588.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,3.0,27.0,3.0,4.0,2.0,0
213,2.0,74608.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,3.0,8.0,7.0,8.0,3.0,0
214,2.0,62789.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,3.0,11.0,25.0,7.0,7.0,0
215,3.0,32802.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,1.0,4.0,3.0,3.0,6.0,0
216,2.0,52791.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,1.0,27.0,15.0,6.0,6.0,0
217,3.0,89583.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0,3.0,34.0,29.0,7.0,8.0,0
218,1.0,72074.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,3.0,4.0,29.0,8.0,8.0,0
219,2.0,77949.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,55.0,2.0,33.0,10.0,4.0,6.0,0
220,0.0,79658.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,2.0,33.0,32.0,2.0,1.0,0
221,0.0,84783.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,12.0,23.0,3.0,10.0,0
222,1.0,46822.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,2.0,13.0,39.0,9.0,7.0,0
223,1.0,49006.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,10.0,9.0,5.0,8.0,0
224,1.0,67088.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,3.0,3.0,37.0,9.0,5.0,0
225,1.0,72542.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2.0,32.0,40.0,4.0,4.0,0
226,0.0,43039.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,2.0,6.0,14.0,8.0,7.0,0
227,3.0,53137.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,57.0,2.0,7.0,4.0,2.0,6.0,0
228,0.0,62998.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,3.0,9.0,20.0,1.0,6.0,0
229,2.0,37861.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,14.0,28.0,5.0,3.0,0
230,1.0,40064.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,55.0,1.0,14.0,14.0,6.0,10.0,0
231,3.0,39619.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,2.0,4.0,44.0,4.0,4.0,0
232,3.0,107459.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,4.0,28.0,34.0,0.0,5.0,0
233,2.0,43566.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,1.0,18.0,13.0,2.0,9.0,0
234,2.0,98394.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,5.0,9.0,31.0,2.0,8.0,0
235,0.0,54094.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,2.0,11.0,33.0,3.0,3.0,0
236,3.0,90318.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,5.0,3.0,39.0,9.0,6.0,0
237,3.0,103949.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,4.0,30.0,28.0,5.0,10.0,0
238,3.0,47237.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,2.0,17.0,25.0,4.0,1.0,0
239,2.0,32979.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,15.0,32.0,0.0,3.0,0
240,1.0,41906.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0,1.0,24.0,9.0,5.0,10.0,0
241,3.0,41994.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,58.0,1.0,22.0,28.0,8.0,7.0,0
242,1.0,70871.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,3.0,11.0,31.0,0.0,7.0,0
243,2.0,47245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,33.0,17.0,7.0,2.0,0
244,0.0,26551.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,2.0,2.0,23.0,7.0,3.0,0
245,3.0,41105.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,2.0,8.0,13.0,2.0,7.0,0
246,1.0,95167.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,4.0,17.0,10.0,8.0,6.0,0
247,1.0,60533.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,34.0,16.0,7.0,7.0,0
248,2.0,53009.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,38.0,1.0,33.0,6.0,2.0,10.0,0
249,2.0,40616.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,13.0,11.0,9.0,9.0,0
250,2.0,71649.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,4.0,3.0,3.0,4.0,8.0,0
251,1.0,90374.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,3.0,28.0,28.0,2.0,6.0,0
252,0.0,32623.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1.0,14.0,41.0,4.0,4.0,0
253,2.0,45187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,27.0,15.0,8.0,10.0,0
254,3.0,32369.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,53.0,1.0,15.0,13.0,3.0,9.0,0
255,3.0,35604.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,24.0,1.0,11.0,42.0,5.0,7.0,0
256,2.0,78966.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,53.0,4.0,4.0,17.0,2.0,5.0,0
257,3.0,99408.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,3.0,33.0,7.0,2.0,2.0,0
258,2.0,38165.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,2.0,0.0,28.0,4.0,9.0,0
259,2.0,99532.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,4.0,31.0,38.0,7.0,7.0,0
260,2.0,60686.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,1.0,25.0,13.0,7.0,9.0,0
261,2.0,75451.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,3.0,16.0,17.0,2.0,9.0,0
262,2.0,106288.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,4.0,26.0,15.0,7.0,10.0,0
263,2.0,61338.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,2.0,23.0,36.0,7.0,5.0,0
264,1.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,3.0,34.0,28.0,2.0,7.0,0
265,1.0,41441.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,32.0,1.0,25.0,15.0,9.0,5.0,0
266,0.0,48058.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,1.0,22.0,11.0,9.0,3.0,0
267,2.0,30722.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,1.0,21.0,31.0,1.0,10.0,0
268,1.0,43663.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,2.0,3.0,4.0,9.0,8.0,0
269,1.0,57122.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,58.0,3.0,8.0,35.0,1.0,8.0,0
270,2.0,77261.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,58.0,4.0,3.0,34.0,8.0,9.0,0
271,2.0,69344.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,3.0,6.0,27.0,6.0,6.0,0
272,2.0,103336.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,4.0,22.0,10.0,5.0,2.0,0
273,2.0,80546.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0,4.0,1.0,30.0,6.0,3.0,0
274,3.0,52325.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.0,1.0,23.0,20.0,7.0,10.0,0
275,3.0,68854.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,2.0,30.0,29.0,0.0,6.0,0
276,3.0,57589.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,1.0,30.0,29.0,7.0,1.0,0
277,2.0,83250.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,3.0,33.0,23.0,2.0,2.0,0
278,1.0,95478.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,48.0,4.0,23.0,21.0,2.0,8.0,0
279,3.0,56355.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,1.0,25.0,43.0,5.0,8.0,0
280,1.0,69689.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,3.0,15.0,10.0,3.0,6.0,0
281,1.0,57191.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,3.0,12.0,41.0,3.0,3.0,0
282,2.0,82882.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,3.0,14.0,12.0,3.0,2.0,0
283,0.0,70573.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,55.0,2.0,26.0,30.0,9.0,6.0,0
284,3.0,44186.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,2.0,3.0,33.0,8.0,1.0,0
285,2.0,59626.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,1.0,15.0,18.0,7.0,10.0,0
286,2.0,54504.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,1.0,29.0,14.0,2.0,6.0,0
287,2.0,54345.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,1.0,29.0,22.0,0.0,9.0,0
288,2.0,51471.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,26.0,3.0,2.0,21.0,0.0,7.0,0
289,0.0,42181.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,1.0,21.0,1.0,0.0,9.0,0
290,2.0,88197.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,57.0,4.0,21.0,43.0,3.0,2.0,0
291,2.0,47119.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,44.0,2.0,11.0,15.0,5.0,5.0,0
292,2.0,83843.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,3.0,20.0,36.0,3.0,9.0,0
293,2.0,35118.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,2.0,3.0,22.0,2.0,7.0,0
294,1.0,83443.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,55.0,2.0,30.0,32.0,7.0,9.0,0
295,2.0,99383.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,4.0,30.0,33.0,7.0,6.0,0
296,1.0,42838.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,41.0,1.0,22.0,41.0,5.0,7.0,0
297,2.0,36861.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,52.0,1.0,19.0,39.0,8.0,10.0,0
298,3.0,69718.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,3.0,14.0,23.0,9.0,5.0,0
299,3.0,52628.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,1.0,22.0,43.0,0.0,6.0,0
300,2.0,44493.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,27.0,2.0,7.0,1.0,0
301,2.0,51292.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,2.0,15.0,2.0,5.0,1.0,0
302,2.0,45927.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,45.0,1.0,20.0,38.0,0.0,2.0,1
303,1.0,71358.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,51.0,3.0,14.0,29.0,3.0,4.0,0
304,1.0,38251.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,1.0,16.0,3.0,4.0,9.0,0
305,3.0,80608.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,4.0,12.0,39.0,6.0,7.0,0
306,2.0,75170.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,3.0,18.0,7.0,7.0,6.0,0
307,3.0,95589.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,42.0,3.0,29.0,36.0,8.0,1.0,1
308,1.0,64742.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,3.0,17.0,29.0,5.0,5.0,0
309,2.0,83416.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,4.0,13.0,37.0,9.0,4.0,0
310,1.0,29906.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,19.0,36.0,8.0,5.0,0
311,1.0,96821.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,18.0,23.0,3.0,9.0,0
312,2.0,68552.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,46.0,3.0,6.0,16.0,7.0,3.0,0
313,1.0,56499.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,3.0,3.0,31.0,2.0,4.0,0
314,1.0,59626.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,2.0,33.0,34.0,3.0,8.0,0
315,1.0,13342.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,1.0,1.0,1.0,9.0,3.0,0
316,0.0,39017.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,4.0,18.0,3.0,3.0,0
317,2.0,62994.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,3.0,9.0,40.0,5.0,9.0,0
318,2.0,60670.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,46.0,1.0,31.0,43.0,8.0,5.0,1
319,0.0,64386.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,3.0,12.0,15.0,5.0,10.0,0
320,1.0,25410.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,1.0,4.0,17.0,0.0,1.0,0
321,1.0,26967.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1.0,9.0,44.0,4.0,7.0,0
322,2.0,24331.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0,1.0,9.0,10.0,8.0,7.0,0
323,0.0,47217.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,27.0,1.0,26.0,20.0,4.0,6.0,0
324,2.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,2.0,20.0,6.0,5.0,6.0,0
325,0.0,31889.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,1.0,7.0,8.0,2.0,3.0,0
326,1.0,88488.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,21.0,5.0,0.0,34.0,7.0,3.0,0
327,3.0,61176.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,2.0,27.0,32.0,9.0,10.0,0
328,2.0,39598.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,1.0,13.0,42.0,3.0,9.0,1
329,0.0,72610.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,34.0,3.0,20.0,4.0,3.0,1.0,0
330,3.0,108364.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,4.0,29.0,44.0,4.0,7.0,0
331,2.0,77851.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,43.0,3.0,20.0,39.0,9.0,10.0,0
332,3.0,26648.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,1.0,8.0,20.0,8.0,7.0,0
333,2.0,88278.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,48.0,4.0,16.0,24.0,7.0,8.0,0
334,2.0,62520.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0,3.0,4.0,24.0,6.0,6.0,0
335,3.0,97521.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0,1.0,30.0,52.0,4.0,8.0,0
336,1.0,59626.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,1.0,18.0,25.0,8.0,1.0,1
337,2.0,68924.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,43.0,2.0,32.0,36.0,8.0,1.0,0
338,2.0,34847.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,1.0,12.0,7.0,9.0,9.0,0
339,0.0,89730.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,45.0,4.0,13.0,10.0,9.0,4.0,0
340,0.0,82049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,2.0,32.0,12.0,1.0,3.0,0
341,1.0,106786.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,4.0,28.0,1.0,3.0,6.0,0
342,2.0,41825.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0,9.0,25.0,7.0,10.0,1
343,2.0,44371.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,30.0,16.0,0.0,9.0,0
344,2.0,21907.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,1.0,5.0,5.0,4.0,10.0,0
345,0.0,24250.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,2.0,0.0,19.0,7.0,4.0,0
346,2.0,59626.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,3.0,6.0,4.0,1.0,9.0,0
347,3.0,83444.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,3.0,26.0,6.0,1.0,5.0,0
348,2.0,37860.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,59.0,1.0,20.0,26.0,7.0,7.0,0
349,2.0,50650.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1.0,27.0,39.0,9.0,3.0,0
350,2.0,34583.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,15.0,39.0,8.0,3.0,0
351,2.0,78433.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,3.0,22.0,9.0,6.0,3.0,0
352,2.0,26255.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1.0,19.0,14.0,7.0,8.0,0
353,3.0,57031.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,2.0,24.0,9.0,4.0,6.0,0
354,2.0,90255.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,36.0,3.0,27.0,15.0,0.0,9.0,0
355,3.0,81625.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,33.0,4.0,4.0,37.0,3.0,9.0,0
356,1.0,48967.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,50.0,2.0,20.0,20.0,1.0,8.0,0
357,1.0,33511.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,1.0,17.0,8.0,2.0,1.0,0
358,0.0,66431.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,3.0,5.0,32.0,2.0,6.0,0
359,2.0,249873.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,39.0,3.0,28.0,42.0,8.0,4.0,0
360,2.0,56931.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,2.0,18.0,41.0,9.0,4.0,0
361,1.0,119050.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,46.0,4.0,32.0,19.0,3.0,3.0,0
362,1.0,69830.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,57.0,4.0,0.0,29.0,1.0,9.0,0
363,3.0,17371.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,2.0,31.0,2.0,2.0,0
364,2.0,41057.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,1.0,20.0,6.0,2.0,1.0,0
365,2.0,59626.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,2.0,34.0,4.0,6.0,10.0,0
366,2.0,59077.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,32.0,3.0,2.0,43.0,7.0,3.0,0
367,2.0,46914.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,1.0,24.0,29.0,5.0,4.0,0
368,2.0,73653.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,3.0,19.0,42.0,3.0,4.0,0
369,3.0,59626.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0,3.0,33.0,3.0,5.0,6.0,0
370,1.0,45958.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,52.0,1.0,20.0,1.0,0.0,1.0,0
371,2.0,73960.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,22.0,44.0,9.0,1.0,0
372,1.0,82119.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,4.0,5.0,15.0,7.0,2.0,0
373,2.0,31493.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,1.0,12.0,21.0,0.0,4.0,1
374,2.0,62548.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,2.0,22.0,31.0,4.0,7.0,0
375,2.0,40294.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,2.0,8.0,7.0,1.0,6.0,0
376,1.0,88800.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0,4.0,16.0,17.0,5.0,9.0,0
377,2.0,85019.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,5.0,1.0,19.0,8.0,7.0,0
378,1.0,59626.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,18.0,39.0,4.0,5.0,0
379,1.0,77862.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,32.0,3.0,18.0,3.0,3.0,6.0,0
380,0.0,41069.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0,2.0,6.0,30.0,1.0,10.0,1
381,2.0,51002.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,2.0,19.0,35.0,2.0,9.0,0
382,2.0,40662.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,1.0,8.0,29.0,5.0,1.0,1
383,2.0,30452.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,1.0,16.0,14.0,7.0,9.0,0
384,2.0,55752.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,49.0,1.0,26.0,35.0,7.0,6.0,0
385,2.0,28341.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,34.0,2.0,1.0,28.0,4.0,4.0,0
386,2.0,42339.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,1.0,18.0,30.0,4.0,5.0,0
387,2.0,89696.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,4.0,16.0,26.0,9.0,1.0,1
388,2.0,19025.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,1.0,4.0,7.0,2.0,7.0,0
389,2.0,39580.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,25.0,1.0,17.0,39.0,6.0,8.0,0
390,2.0,43573.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.0,2.0,6.0,31.0,5.0,5.0,0
391,3.0,68325.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,3.0,16.0,5.0,0.0,2.0,1
392,3.0,16453.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,46.0,1.0,3.0,35.0,3.0,8.0,0
393,1.0,166068.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,46.0,2.0,24.0,28.0,5.0,10.0,0
394,1.0,96633.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,41.0,5.0,4.0,36.0,5.0,7.0,0
395,2.0,45277.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,1.0,29.0,27.0,2.0,10.0,0
396,1.0,49223.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,2.0,11.0,24.0,5.0,9.0,0
397,0.0,79154.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,4.0,3.0,40.0,9.0,4.0,1
398,3.0,46848.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,50.0,1.0,23.0,29.0,5.0,9.0,0
399,1.0,65261.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,57.0,2.0,28.0,22.0,8.0,4.0,0
400,3.0,51052.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,8.0,8.0,8.0,3.0,0
401,2.0,37152.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,2.0,3.0,15.0,1.0,3.0,0
402,2.0,37595.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,23.0,5.0,3.0,10.0,0
403,1.0,31897.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,1.0,13.0,4.0,8.0,2.0,0
404,1.0,44320.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0,2.0,4.0,11.0,3.0,10.0,0
405,2.0,34353.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,51.0,1.0,17.0,18.0,7.0,3.0,0
406,1.0,80869.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,3.0,18.0,42.0,9.0,8.0,0
407,1.0,44578.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,39.0,2.0,11.0,30.0,2.0,8.0,0
408,1.0,52594.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,2.0,17.0,15.0,2.0,2.0,0
409,1.0,84923.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,4.0,16.0,6.0,8.0,2.0,0
410,1.0,92902.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,3.0,29.0,16.0,9.0,2.0,0
411,2.0,45280.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1.0,23.0,40.0,7.0,10.0,0
412,1.0,78121.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,36.0,4.0,10.0,9.0,0.0,7.0,0
413,0.0,56422.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,44.0,1.0,34.0,43.0,9.0,6.0,0
414,2.0,25973.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,22.0,34.0,1.0,1.0,0
415,3.0,77867.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,3.0,16.0,27.0,2.0,2.0,0
416,2.0,34975.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,48.0,2.0,0.0,13.0,1.0,1.0,0
417,1.0,38362.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0,2.0,14.0,36.0,2.0,7.0,0
418,2.0,46459.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,1.0,31.0,27.0,7.0,6.0,0
