HouseID,Area,Bedrooms,Bathrooms,Floors,Age,Garage,Neighborhood,Condition,DistanceToCity,HasGarden,MonthlyHOAFee,SalePrice,InspectionCode
1269,3089.0,1,3,1,44.0,Yes,Downtown,Fair,20.84,Yes,3121.0,1655861,INSP1220
1270,1163.0,2,3,2,,Yes,Suburb,Excellent,26.59,No,5873.0,1363935,INSP1260
1271,1891.0,5,4,1,8.0,No,Downtown,Excellent,6.9,No,5561.0,3319388,INSP1057
1272,4181.0,3,2,1,23.0,Yes,Suburb,Fair,26.33,Yes,2400.0,2086651,INSP1127
1273,4478.0,3,1,3,7.0,No,Hillview,Fair,2.73,Yes,2717.0,2348965,INSP1186
1274,4057.0,3,4,2,6.0,No,Riverside,Excellent,26.77,Yes,5296.0,3069675,INSP1204
1275,4058.0,3,1,2,35.0,No,Hillview,Excellent,10.54,No,5106.0,1769876,INSP1085
1276,3784.0,2,1,3,17.0,No,Downtown,Good,10.12,No,1783.0,2182652,INSP1103
1277,2236.0,4,2,1,2.0,,Suburb,Fair,15.85,Yes,1083.0,2163069,INSP1142
1278,4296.0,5,2,1,27.0,Yes,Suburb,Good,28.28,No,5579.0,2752935,INSP1204
1279,3599.0,1,4,2,5.0,Yes,Downtown,Good,2.39,Yes,958.0,3139515,INSP1128
1280,3752.0,4,2,1,43.0,Yes,Downtown,Fair,11.21,Yes,2765.0,2452992,INSP1245
1281,1298.0,3,2,3,43.0,Yes,Riverside,Good,25.84,Yes,3166.0,1718027,INSP1037
1282,2760.0,4,4,3,20.0,Yes,Riverside,Poor,12.49,No,1315.0,2793344,INSP1108
1283,601.0,5,2,2,27.0,No,Suburb,Poor,6.78,Yes,3011.0,1720409,INSP1051
1284,1241.0,1,3,3,39.0,Yes,Suburb,Good,13.32,Yes,746.0,1317086,INSP1000
1285,2867.0,1,1,3,0.0,Yes,Suburb,Good,12.18,Yes,5325.0,1964458,INSP1010
1286,2189.0,5,1,2,35.0,Yes,Downtown,Fair,27.55,Yes,916.0,2202535,INSP1234
1287,1454.0,5,1,3,20.0,Yes,Suburb,Good,23.1,Yes,,2202669,INSP1127
1288,2359.0,3,1,3,42.0,Yes,Downtown,Fair,15.65,No,4963.0,1670729,INSP1213
1289,3896.0,1,4,3,34.0,No,Downtown,Fair,29.66,Yes,4217.0,1640729,INSP1242
1290,3032.0,4,1,1,12.0,Yes,Hillview,Fair,14.49,No,607.0,1929831,INSP1043
1291,4074.0,2,1,2,48.0,No,Suburb,Excellent,2.69,Yes,3131.0,1852714,INSP1005
1292,2261.0,2,1,2,9.0,Yes,Riverside,Good,8.61,Yes,1338.0,1935958,INSP1155
1293,1753.0,5,1,2,43.0,No,Suburb,Good,13.65,Yes,5013.0,1990254,INSP1007
1294,1676.0,3,3,1,46.0,Yes,Suburb,Good,5.55,Yes,5416.0,1720842,INSP1004
1295,2307.0,2,1,1,9.0,Yes,Downtown,Excellent,28.48,Yes,1921.0,1791854,INSP1181
1296,3377.0,1,3,2,45.0,Yes,Downtown,Fair,23.24,Yes,5278.0,1699175,INSP1111
1297,2295.0,5,4,1,12.0,No,Downtown,Good,8.78,No,4412.0,2975011,INSP1272
1298,2333.0,4,2,2,36.0,Yes,Riverside,Good,18.13,No,755.0,2191485,INSP1264
1299,2039.0,5,1,1,37.0,Yes,Riverside,Good,21.92,Yes,3327.0,1927975,INSP1211
1300,2894.0,4,2,3,23.0,No,Suburb,Poor,28.3,Yes,1337.0,1935634,INSP1077
1301,1435.0,5,2,3,1.0,No,Suburb,Good,26.57,Yes,3462.0,2602787,INSP1269
1302,4110.0,5,4,2,21.0,Yes,Hillview,Poor,15.94,Yes,2782.0,2782828,INSP1153
1303,802.0,5,2,1,16.0,No,Downtown,Good,23.46,Yes,1052.0,2397916,INSP1220
1304,3855.0,4,3,1,35.0,Yes,Suburb,Good,17.3,No,680.0,2145925,INSP1024
1305,722.0,4,2,3,13.0,Yes,Suburb,Fair,17.03,Yes,4752.0,2189793,INSP1207
1306,,5,2,3,9.0,Yes,Riverside,Excellent,4.33,Yes,,3164141,INSP1002
1307,1366.0,2,2,1,34.0,No,Hillview,Poor,4.66,Yes,1070.0,1007495,INSP1214
1308,893.0,3,1,1,24.0,No,Downtown,Excellent,16.36,Yes,5452.0,1725005,INSP1111
1309,2927.0,3,1,1,2.0,,Hillview,Good,8.8,No,2227.0,1507722,INSP1191
1310,3531.0,3,3,1,46.0,Yes,Hillview,Fair,1.61,Yes,5643.0,1903170,INSP1046
1311,4281.0,4,3,1,37.0,Yes,Downtown,Fair,21.96,Yes,1091.0,2543292,INSP1220
1312,797.0,4,1,1,16.0,No,Suburb,Excellent,1.94,No,5016.0,1655621,INSP1186
1313,3629.0,2,3,2,11.0,No,Suburb,Poor,18.26,Yes,2760.0,1755656,INSP1049
1314,2530.0,3,1,1,23.0,Yes,Hillview,Fair,16.64,No,3447.0,1326955,INSP1196
1315,,3,4,3,28.0,No,Downtown,Fair,29.1,No,847.0,4573136,INSP1215
1316,3399.0,5,2,2,42.0,No,Riverside,Good,15.04,Yes,665.0,2233399,INSP1220
1317,2791.0,4,2,1,24.0,Yes,Suburb,Good,2.84,No,5532.0,2174453,INSP1089
1318,1208.0,3,3,3,35.0,Yes,Riverside,Fair,17.0,Yes,4943.0,2100664,INSP1231
1319,3872.0,2,1,2,25.0,Yes,Suburb,Fair,25.39,Yes,3396.0,1446956,INSP1257
1320,1747.0,2,1,3,,Yes,Suburb,Fair,29.91,Yes,4993.0,974569,INSP1152
1321,786.0,3,3,1,0.0,Yes,Hillview,Fair,13.48,Yes,1082.0,1810775,INSP1255
1322,3997.0,4,1,1,,Yes,Hillview,Good,10.29,No,4006.0,2217959,INSP1257
1323,3111.0,2,4,1,27.0,No,Hillview,Good,27.29,No,4903.0,1545067,INSP1064
1324,4020.0,5,2,1,15.0,Yes,Downtown,Fair,6.55,No,3538.0,2578651,INSP1189
1325,2394.0,2,3,2,46.0,Yes,Riverside,Good,18.85,No,3345.0,1789415,INSP1090
1326,1259.0,1,3,2,16.0,Yes,Downtown,Good,12.77,Yes,3266.0,2168525,INSP1172
1327,3411.0,1,1,3,39.0,Yes,Suburb,Excellent,2.19,Yes,,1625602,INSP1246
1328,3602.0,4,3,1,27.0,Yes,Suburb,Excellent,11.07,Yes,1765.0,2592465,INSP1255
1329,2555.0,3,4,3,11.0,Yes,Suburb,Excellent,8.69,Yes,4753.0,2840011,INSP1115
1330,,4,1,2,26.0,Yes,Suburb,Fair,20.9,Yes,5149.0,1840099,INSP1048
1331,1969.0,4,1,1,41.0,,Hillview,Poor,28.51,No,5246.0,998359,INSP1226
1332,,4,1,1,46.0,Yes,Downtown,Fair,8.77,Yes,3467.0,1769951,INSP1068
1333,2134.0,4,1,2,29.0,Yes,Riverside,Fair,24.53,Yes,2774.0,1680480,INSP1125
1334,,5,4,2,40.0,No,Suburb,Good,2.61,Yes,2970.0,2566009,INSP1212
1335,3819.0,5,1,2,33.0,Yes,Downtown,Good,16.61,No,2790.0,2533037,INSP1052
1336,3511.0,2,3,2,36.0,Yes,Downtown,Excellent,3.05,No,3077.0,2750744,INSP1111
1337,2334.0,1,4,2,5.0,No,Hillview,Excellent,28.09,No,4160.0,1662070,INSP1158
1338,2443.0,4,2,1,6.0,Yes,Hillview,Good,23.22,Yes,1568.0,1878049,INSP1239
1339,1088.0,2,2,2,31.0,Yes,Hillview,Good,20.08,No,3236.0,1227939,INSP1149
1340,3576.0,1,3,1,31.0,No,Hillview,Fair,24.89,Yes,5329.0,1100679,INSP1138
1341,2559.0,3,3,1,24.0,Yes,Downtown,Poor,19.78,No,2450.0,1897599,INSP1112
1342,2263.0,5,4,2,32.0,Yes,Suburb,Good,29.1,Yes,591.0,2563583,INSP1142
1343,3198.0,1,2,2,6.0,No,Riverside,Poor,21.7,Yes,3593.0,1459335,INSP1137
1344,2985.0,3,2,1,11.0,No,Suburb,Good,27.82,Yes,2719.0,1854138,INSP1030
1345,3519.0,1,2,2,15.0,No,Suburb,Fair,16.0,No,5811.0,1510157,INSP1292
1346,1240.0,5,2,2,15.0,Yes,Suburb,Good,4.39,Yes,5696.0,2618570,INSP1107
1347,2402.0,5,2,2,42.0,Yes,Suburb,Good,16.32,No,5900.0,1937214,INSP1283
1348,3120.0,2,1,3,35.0,Yes,Suburb,Fair,4.68,Yes,1887.0,1630353,INSP1158
1349,2569.0,4,3,1,12.0,Yes,Downtown,Excellent,18.18,Yes,4774.0,3417177,INSP1013
1350,2798.0,1,1,3,6.0,Yes,Suburb,Fair,14.99,Yes,2785.0,1695463,INSP1121
1351,2038.0,1,2,2,35.0,Yes,Suburb,Good,19.05,Yes,3706.0,1596483,INSP1214
1352,3969.0,3,4,3,46.0,No,Suburb,Good,1.29,Yes,,2672385,INSP1271
1353,2234.0,5,4,2,8.0,Yes,Downtown,Good,6.65,Yes,779.0,3532640,INSP1024
1354,862.0,1,2,3,,Yes,Riverside,Excellent,15.25,No,5638.0,1479621,INSP1293
1355,2387.0,5,2,2,10.0,Yes,Downtown,Fair,28.56,Yes,2118.0,2685772,INSP1168
1356,2791.0,1,4,3,7.0,Yes,Suburb,Good,12.12,No,3287.0,1895909,INSP1102
1357,2993.0,2,1,3,32.0,Yes,Riverside,Good,13.31,No,870.0,1737797,INSP1039
1358,1223.0,4,1,3,22.0,Yes,Suburb,Excellent,21.73,No,3683.0,2111791,INSP1234
1359,1616.0,1,2,1,24.0,Yes,Suburb,Fair,18.51,Yes,4334.0,995284,INSP1088
1360,4243.0,5,1,3,7.0,Yes,Riverside,Good,9.67,Yes,,3246482,INSP1099
1361,1480.0,2,4,1,44.0,No,Suburb,Good,12.91,Yes,2768.0,1542488,INSP1143
1362,2649.0,1,1,2,21.0,,Riverside,Fair,7.31,No,803.0,1068717,INSP1081
1363,3544.0,3,2,3,3.0,Yes,Riverside,Good,29.01,No,4274.0,2309074,INSP1076
1364,1927.0,4,4,2,39.0,Yes,Riverside,Fair,4.79,Yes,1848.0,2374323,INSP1058
1365,,1,1,2,2.0,No,Suburb,Good,11.78,Yes,5789.0,1378155,INSP1228
1366,4323.0,2,3,3,28.0,No,Downtown,Excellent,1.75,No,2922.0,2512749,INSP1090
1367,1052.0,3,4,1,40.0,Yes,Suburb,Good,7.43,Yes,4128.0,1802842,INSP1000
1368,3708.0,2,4,3,,No,Suburb,Good,23.63,No,2928.0,2139908,INSP1268
1369,1783.0,2,3,2,33.0,Yes,Suburb,Good,6.83,Yes,3533.0,1695168,INSP1285
1370,3662.0,3,3,2,33.0,No,Suburb,Poor,3.32,No,1168.0,1852328,INSP1196
1371,2656.0,2,4,3,27.0,No,Suburb,Fair,14.76,Yes,999.0,1807249,INSP1273
1372,3904.0,3,3,1,12.0,Yes,Downtown,Good,1.29,Yes,1914.0,3226199,INSP1077
1373,3770.0,1,2,1,14.0,No,Suburb,Fair,3.46,No,,1675374,INSP1140
1374,2282.0,3,2,2,22.0,Yes,Suburb,Fair,24.42,No,4121.0,1750070,INSP1287
1375,3463.0,3,2,2,43.0,No,Riverside,Good,23.37,Yes,3956.0,1812710,INSP1070
1376,2855.0,4,4,1,25.0,Yes,Downtown,Fair,27.54,Yes,5815.0,2586141,INSP1049
1377,1754.0,3,3,3,3.0,No,Suburb,Fair,25.78,No,1254.0,1614238,INSP1079
1378,2507.5,3,3,2,25.0,Yes,Hillview,Good,20.81,No,2847.0,3799838,INSP1234
1379,2799.0,1,1,1,39.0,Yes,Downtown,Fair,2.52,No,5410.0,1294069,INSP1286
1380,2701.0,4,1,2,8.0,Yes,Suburb,Excellent,23.7,No,1226.0,2334226,INSP1154
1381,3791.0,5,3,3,4.0,No,Downtown,Excellent,25.52,Yes,5326.0,3570514,INSP1059
1382,2296.0,1,3,1,31.0,No,Riverside,Good,24.17,Yes,5423.0,1185437,INSP1032
1383,1227.0,1,3,2,19.0,No,Suburb,Fair,15.75,No,3149.0,1212311,INSP1126
1384,1186.0,5,4,3,49.0,No,Suburb,Good,7.75,No,5927.0,2323861,INSP1220
1385,2248.0,3,3,2,10.0,Yes,Suburb,Excellent,25.51,Yes,2546.0,2591184,INSP1199
1386,2043.0,2,1,3,14.0,Yes,Hillview,Good,22.09,Yes,3315.0,1447988,INSP1125
1387,2045.0,4,4,3,31.0,Yes,Downtown,Fair,29.44,No,1374.0,2261620,INSP1040
1388,703.0,2,3,1,27.0,Yes,Downtown,Good,5.52,Yes,3779.0,1903916,INSP1274
1389,853.0,5,1,3,21.0,Yes,Hillview,Excellent,7.54,Yes,3484.0,2389768,INSP1296
1390,3898.0,1,4,2,40.0,Yes,Suburb,Good,7.14,Yes,2678.0,2063271,INSP1084
1391,3783.0,1,3,3,16.0,Yes,Hillview,Good,23.98,No,4307.0,1710224,INSP1088
1392,3157.0,4,3,3,25.0,Yes,Suburb,Good,6.42,No,1107.0,2375580,INSP1041
1393,2096.0,1,3,1,43.0,Yes,Hillview,Good,2.93,Yes,1134.0,1447902,INSP1119
1394,698.0,1,4,3,6.0,,Suburb,Poor,29.96,No,5805.0,1520091,INSP1278
1395,2800.0,4,1,3,41.0,No,Riverside,Good,1.72,No,5079.0,2115837,INSP1032
1396,2484.0,4,1,2,25.0,No,Hillview,Poor,25.22,Yes,3227.0,1390190,INSP1275
1397,3561.0,5,2,1,24.0,No,Suburb,Good,11.6,No,1574.0,2404846,INSP1152
1398,2519.0,1,3,1,9.0,Yes,Downtown,Fair,25.41,Yes,2414.0,1913827,INSP1089
1399,1477.0,1,2,1,44.0,Yes,Suburb,Good,17.08,Yes,1088.0,1101409,INSP1103
1400,937.0,5,2,3,18.0,No,Downtown,Fair,27.15,Yes,3731.0,2294716,INSP1011
1401,4377.0,3,1,1,10.0,Yes,Downtown,Good,27.86,Yes,2804.0,2353058,INSP1159
1402,3469.0,3,4,3,12.0,Yes,Suburb,Good,1.26,Yes,5824.0,2882121,INSP1195
1403,3834.0,3,4,3,7.0,Yes,Suburb,Fair,3.19,No,4338.0,2820923,INSP1261
1404,4391.0,5,1,2,39.0,Yes,Suburb,Fair,8.26,No,2473.0,2405599,INSP1090
1405,1556.0,1,4,2,3.0,Yes,Suburb,Fair,20.41,No,5544.0,1590517,INSP1196
1406,2304.0,5,2,2,46.0,,Riverside,Excellent,26.76,Yes,2555.0,2408470,INSP1068
1407,760.0,5,3,2,30.0,Yes,Downtown,Good,14.34,Yes,3980.0,2737572,INSP1219
1408,2203.0,3,1,2,27.0,Yes,Downtown,Good,18.6,Yes,2579.0,2168516,INSP1213
1409,3448.0,2,3,3,10.0,Yes,Downtown,Fair,6.47,Yes,3552.0,2936009,INSP1145
1410,997.0,1,4,3,,No,Suburb,Good,24.34,Yes,4982.0,1142061,INSP1232
1411,1900.0,3,3,1,0.0,Yes,Downtown,Excellent,29.05,No,1751.0,2270083,INSP1233
1412,1415.0,2,4,3,48.0,Yes,Suburb,Excellent,8.79,No,4295.0,1835084,INSP1213
1413,2127.0,2,4,3,46.0,No,Suburb,Good,15.35,Yes,4322.0,1677219,INSP1060
1414,2519.0,4,2,2,37.0,Yes,Hillview,Poor,3.5,Yes,4802.0,1611554,INSP1077
1415,2015.0,1,4,3,23.0,Yes,Downtown,Fair,17.21,No,3889.0,2186849,INSP1094
1416,1758.0,2,2,2,46.0,Yes,Riverside,Poor,15.58,Yes,,1232096,INSP1215
1417,1818.0,3,2,1,,Yes,Riverside,Fair,5.19,No,,1836592,INSP1212
1418,1000.0,4,2,1,40.0,Yes,Riverside,Fair,13.82,No,,1837528,INSP1199
1419,1239.0,1,1,3,45.0,No,Hillview,Fair,10.69,No,5388.0,368148,INSP1030
1420,3704.0,5,1,1,49.0,Yes,Downtown,Good,16.13,Yes,2224.0,2572876,INSP1289
1421,3335.0,3,4,3,25.0,Yes,Downtown,Excellent,17.98,No,5601.0,2954120,INSP1134
1422,1059.0,2,2,1,48.0,Yes,Hillview,Good,1.25,Yes,3284.0,1198256,INSP1082
1423,1554.0,2,1,2,49.0,Yes,Suburb,Excellent,23.07,No,5537.0,929841,INSP1046
1424,1069.0,3,2,2,4.0,Yes,Suburb,Good,21.68,Yes,5761.0,2149060,INSP1205
1425,4046.0,2,3,2,19.0,Yes,Riverside,Fair,11.62,Yes,4219.0,2309654,INSP1076
1426,1645.0,4,3,2,40.0,Yes,Riverside,Good,2.54,Yes,2177.0,2542919,INSP1258
1427,3397.0,1,3,3,10.0,Yes,Hillview,Fair,22.89,Yes,948.0,1506858,INSP1091
1428,2293.0,4,4,1,32.0,Yes,Hillview,Good,28.7,No,5187.0,2145238,INSP1099
1429,2685.0,2,2,3,49.0,,Riverside,Fair,7.96,No,581.0,1773731,INSP1194
1430,2877.0,5,3,2,37.0,,Suburb,Excellent,10.38,No,1906.0,2522775,INSP1191
1431,4036.0,1,1,3,26.0,Yes,Hillview,Fair,6.33,Yes,1980.0,1565488,INSP1067
1432,1162.0,1,3,1,33.0,Yes,Downtown,Fair,17.73,No,1579.0,1377210,INSP1241
1433,3085.0,3,3,3,14.0,Yes,Downtown,Excellent,5.49,Yes,4098.0,3528268,INSP1089
1434,2399.0,3,3,1,31.0,No,Hillview,Poor,11.33,No,5014.0,1045384,INSP1009
1435,3954.0,5,4,3,20.0,Yes,Suburb,Good,21.21,No,4683.0,3190874,INSP1263
1436,2674.0,1,1,1,45.0,Yes,Downtown,Good,17.24,Yes,4180.0,1195977,INSP1267
1437,825.0,5,2,1,4.0,No,Downtown,Excellent,12.21,No,3203.0,2574362,INSP1117
1438,3948.0,3,1,2,5.0,No,Hillview,Excellent,13.19,Yes,4810.0,2165607,INSP1249
1439,1397.0,3,2,1,37.0,Yes,Suburb,Excellent,17.3,Yes,4256.0,1633712,INSP1058
1440,4280.0,1,4,2,21.0,Yes,Riverside,Poor,1.17,Yes,2258.0,2289280,INSP1194
1441,2931.0,4,4,2,17.0,,Downtown,Excellent,3.28,Yes,3099.0,3094254,INSP1049
1442,3526.0,2,4,2,13.0,No,Riverside,Good,26.56,No,3050.0,2234657,INSP1295
1443,1559.0,3,4,3,9.0,No,Riverside,Good,3.26,Yes,4353.0,2324598,INSP1096
1444,2104.0,3,2,3,,Yes,Suburb,Fair,21.5,Yes,3246.0,1657184,INSP1126
1445,1052.0,4,3,3,12.0,Yes,Suburb,Good,27.68,No,2792.0,2071179,INSP1245
1446,3667.0,4,2,3,30.0,Yes,Downtown,Excellent,8.85,No,2001.0,2821671,INSP1086
1447,1415.0,5,1,1,29.0,No,Hillview,Excellent,11.74,No,4904.0,1790957,INSP1076
1448,1258.0,5,4,1,2.0,Yes,Riverside,Good,17.5,No,730.0,2576397,INSP1203
1449,4187.0,2,4,3,29.0,Yes,Hillview,Poor,26.57,No,4750.0,1783067,INSP1145
1450,1146.0,2,1,1,5.0,No,Suburb,Good,28.32,Yes,1698.0,838048,INSP1148
1451,1815.0,1,2,1,28.0,Yes,Riverside,Excellent,22.45,Yes,614.0,1523140,INSP1110
1452,3720.0,5,3,2,7.0,No,Riverside,Good,3.51,Yes,1913.0,3084296,INSP1128
1453,4183.0,3,3,2,43.0,Yes,Riverside,Good,20.41,Yes,4906.0,2273140,INSP1252
1454,616.0,5,1,2,44.0,Yes,Hillview,Poor,12.9,No,1492.0,1313472,INSP1165
1455,3843.0,3,3,2,,Yes,Suburb,Good,14.65,Yes,2847.0,2112108,INSP1296
1456,1843.0,4,2,1,43.0,,Downtown,Good,2.43,No,1541.0,2010595,INSP1136
1457,2805.0,5,2,3,32.0,Yes,Riverside,Excellent,6.54,Yes,511.0,2795725,INSP1278
1458,3124.0,4,1,1,,Yes,Riverside,Good,23.92,Yes,4176.0,2306151,INSP1010
1459,1669.0,2,2,1,47.0,,Suburb,Fair,14.16,Yes,5325.0,1178757,INSP1070
1460,4044.0,2,4,1,10.0,Yes,Downtown,Good,9.75,No,5897.0,3200501,INSP1158
1461,3165.0,1,1,2,12.0,Yes,Suburb,Poor,12.14,No,,1237275,INSP1215
1462,2746.0,5,2,2,49.0,Yes,Suburb,Excellent,25.78,No,3565.0,2267810,INSP1025
1463,2368.0,4,1,2,10.0,Yes,Suburb,Good,22.72,Yes,2536.0,1848346,INSP1285
1464,1660.0,3,3,3,30.0,Yes,Riverside,Good,8.9,No,3546.0,2420710,INSP1161
1465,2927.0,2,2,1,27.0,Yes,Riverside,Good,4.41,Yes,2850.0,2133144,INSP1101
1466,4020.0,2,4,3,43.0,Yes,Downtown,Good,8.31,Yes,1040.0,2650359,INSP1068
1467,,3,2,2,5.0,Yes,Suburb,Good,27.7,No,3360.0,2235997,INSP1132
1468,901.0,4,1,3,40.0,Yes,Suburb,Good,17.87,Yes,576.0,1625958,INSP1188
1469,780.0,4,1,1,15.0,Yes,Downtown,Fair,16.47,No,,1804646,INSP1210
1470,1206.0,5,2,1,3.0,Yes,Riverside,Fair,18.3,Yes,523.0,2487880,INSP1242
1471,3770.0,5,4,2,,Yes,Hillview,Fair,11.61,No,5634.0,2536946,INSP1165
1472,1299.0,1,4,2,47.0,,Suburb,Good,24.41,No,1175.0,1276913,INSP1060
1473,1592.0,2,4,3,,Yes,Riverside,Poor,16.18,Yes,2894.0,1725461,INSP1278
1474,1739.0,5,1,2,11.0,Yes,Hillview,Good,4.39,No,4767.0,2137661,INSP1112
1475,790.0,4,2,2,10.0,No,Hillview,Excellent,4.74,Yes,3898.0,1994646,INSP1029
1476,7250.0,3,3,1,36.0,Yes,Downtown,Excellent,16.57,No,3259.0,5030750,INSP1160
1477,1580.0,4,1,2,24.0,,Hillview,Good,28.16,Yes,988.0,1311483,INSP1233
1478,3575.0,2,4,2,17.0,No,Suburb,Good,9.94,Yes,,2058200,INSP1169
1479,2606.0,4,2,1,18.0,Yes,Suburb,Poor,26.22,Yes,4159.0,1698928,INSP1185
1480,1784.0,1,4,1,22.0,Yes,Downtown,Good,23.16,Yes,3735.0,1894913,INSP1056
1481,3927.0,2,3,3,37.0,Yes,Suburb,Excellent,8.19,No,2919.0,2122864,INSP1239
1482,3994.0,3,4,2,17.0,,Downtown,Fair,2.05,Yes,3995.0,2761417,INSP1256
1483,727.0,1,4,1,25.0,Yes,Downtown,Good,3.95,Yes,1256.0,2278304,INSP1200
1484,2665.0,2,3,3,5.0,Yes,Suburb,Excellent,22.13,Yes,3024.0,2238665,INSP1105
1485,2416.0,3,2,3,3.0,Yes,Hillview,Excellent,6.79,Yes,4750.0,2498573,INSP1289
1486,2358.0,1,1,2,43.0,No,Hillview,Fair,11.77,No,756.0,516804,INSP1100
1487,3213.0,1,2,2,28.0,No,Suburb,Good,15.55,No,2279.0,1185886,INSP1096
1488,1169.0,2,3,3,33.0,Yes,Hillview,Fair,22.04,Yes,5269.0,1467022,INSP1152
1489,1946.0,5,4,1,16.0,Yes,Hillview,Fair,4.28,No,2615.0,2736301,INSP1028
1490,2495.0,1,2,3,42.0,Yes,Riverside,Excellent,12.78,No,3848.0,1587506,INSP1152
1491,3333.0,1,1,2,42.0,Yes,Downtown,Excellent,15.07,Yes,5268.0,1604418,INSP1072
1492,4463.0,3,3,1,15.0,No,Riverside,Good,16.68,No,1972.0,2534306,INSP1253
1493,1225.0,4,2,1,1.0,Yes,Hillview,Poor,24.73,Yes,758.0,1653248,INSP1003
1494,3959.0,2,1,3,33.0,Yes,Riverside,Excellent,5.98,No,4575.0,2436468,INSP1236
1495,3501.0,2,3,2,7.0,Yes,Suburb,Good,24.43,No,806.0,1732892,INSP1037
1496,2286.0,5,1,3,12.0,No,Suburb,Fair,21.09,Yes,,2140440,INSP1019
1497,3609.0,5,3,3,41.0,No,Riverside,Good,17.12,No,3517.0,2858610,INSP1112
1498,4310.0,2,4,3,7.0,Yes,Suburb,Poor,21.29,No,4841.0,2189460,INSP1022
1499,754.0,5,2,1,29.0,No,Downtown,Good,12.95,Yes,3280.0,2169645,INSP1135
1500,3137.0,3,1,1,31.0,Yes,Suburb,Good,5.01,No,2158.0,1841836,INSP1247
1501,2009.0,2,3,2,35.0,Yes,Hillview,Fair,20.31,Yes,686.0,1343150,INSP1096
1502,1384.0,5,1,2,46.0,Yes,Hillview,Fair,16.22,No,2297.0,1467009,INSP1032
1503,3775.0,2,1,3,29.0,Yes,Downtown,Fair,19.54,No,1424.0,1847727,INSP1134
1504,4064.0,4,2,3,0.0,Yes,Hillview,Poor,10.8,Yes,1284.0,2505406,INSP1254
1505,4482.0,1,4,3,42.0,No,Suburb,Good,27.3,Yes,3944.0,1897588,INSP1277
1506,845.0,2,1,2,38.0,Yes,Riverside,Excellent,18.03,No,,1344811,INSP1132
1507,,1,3,1,16.0,Yes,Riverside,Poor,3.48,Yes,1860.0,1995854,INSP1237
1508,3710.0,5,3,1,19.0,Yes,Hillview,Poor,14.04,Yes,840.0,2610485,INSP1014
1509,2100.0,1,4,3,23.0,Yes,Hillview,Good,22.93,Yes,1062.0,1658396,INSP1276
1510,2305.0,2,3,3,49.0,No,Suburb,Excellent,24.03,Yes,5246.0,1410319,INSP1125
1511,3406.0,4,4,3,21.0,Yes,Hillview,Fair,15.34,Yes,3499.0,2610586,INSP1016
1512,1137.0,5,3,3,28.0,Yes,Downtown,Fair,26.95,Yes,1693.0,2554677,INSP1049
1513,2490.0,2,2,2,21.0,No,Riverside,Good,8.76,Yes,3610.0,1665918,INSP1134
1514,2441.0,5,1,1,43.0,Yes,Riverside,Fair,12.91,No,568.0,1864690,INSP1117
1515,1520.0,3,2,3,8.0,Yes,Riverside,Poor,27.06,Yes,2928.0,1724282,INSP1059
1516,3055.0,1,1,2,36.0,Yes,Suburb,Good,26.99,Yes,5896.0,1431733,INSP1124
1517,1124.0,3,1,3,,Yes,Hillview,Good,20.89,Yes,5718.0,1264897,INSP1115
1518,,2,1,3,35.0,No,Downtown,Good,25.91,No,5511.0,1549907,INSP1172
1519,2129.0,4,2,1,36.0,No,Downtown,Good,3.57,Yes,4098.0,2516524,INSP1186
1520,3550.0,5,1,3,27.0,Yes,Riverside,Good,26.08,Yes,2872.0,2592076,INSP1087
1521,4496.0,1,2,1,27.0,No,Suburb,Fair,10.3,Yes,5056.0,1583792,INSP1202
1522,635.0,5,4,1,41.0,Yes,Hillview,Good,6.17,No,1343.0,2164723,INSP1181
1523,1284.0,2,3,1,42.0,Yes,Suburb,Fair,7.94,No,1073.0,1177919,INSP1167
1524,619.0,5,3,2,20.0,Yes,Downtown,Fair,13.12,No,4714.0,2208332,INSP1180
1525,2968.0,1,1,2,23.0,Yes,Hillview,Good,8.28,No,3096.0,1344858,INSP1299
1526,4447.0,2,2,1,41.0,Yes,Suburb,Excellent,10.3,No,5241.0,1817619,INSP1129
1527,3159.0,5,3,3,39.0,Yes,Downtown,Excellent,4.91,Yes,1978.0,3286919,INSP1148
1528,999.0,4,2,1,1.0,No,Riverside,Good,9.59,No,2573.0,1989121,INSP1208
1529,3301.0,2,2,3,7.0,Yes,Suburb,Fair,17.6,Yes,2013.0,2317909,INSP1110
1530,1571.0,2,1,1,47.0,Yes,Riverside,Fair,13.81,No,5627.0,1332355,INSP1136
1531,2506.0,4,3,3,26.0,Yes,Suburb,Excellent,11.05,No,1468.0,2665911,INSP1210
1532,3118.0,3,1,2,21.0,Yes,Hillview,Good,22.65,Yes,2696.0,1699774,INSP1145
1533,1766.0,1,1,3,36.0,Yes,Hillview,Good,26.91,Yes,2011.0,705646,INSP1083
1534,1715.0,3,3,1,26.0,Yes,Riverside,Good,22.95,Yes,5644.0,2032731,INSP1029
1535,4025.0,5,3,2,28.0,No,Downtown,Good,10.63,No,1154.0,3266485,INSP1064
1536,1433.0,4,4,3,2.0,Yes,Hillview,Excellent,22.59,No,3492.0,2597988,INSP1023
1537,2423.0,3,4,3,43.0,Yes,Riverside,Poor,5.41,No,5150.0,1752140,INSP1210
1538,3374.0,2,2,3,12.0,Yes,Riverside,Good,4.78,Yes,5020.0,2572127,INSP1221
