,transform_num__Area,transform_num__Age,transform__Garage_Yes,transform_cat__Neighborhood_Hillview,transform_cat__Neighborhood_Riverside,transform_cat__Neighborhood_Suburb,transform_cat__Condition_Fair,transform_cat__Condition_Good,transform_cat__Condition_Poor,transform_cat__HasGarden_Yes,remainder__DistanceToCity,remainder__Rooms,SalePrice
248,2034.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,18.42,6.0,2321953
249,1248.0,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.37,6.0,2362222
250,917.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.81,7.0,2370677
251,2506.75,17.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.15,7.0,2625409
252,3896.0,36.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,14.33,7.0,2420107
253,4490.0,12.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19.23,5.0,2328707
254,1857.0,35.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,17.16,4.0,1318302
255,1283.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.54,4.0,1804472
256,1263.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.11,8.0,2978724
257,2598.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.38,4.0,2157400
258,4498.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.56,9.0,3813470
259,4045.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13.0,3.0,1900558
260,2506.75,37.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.75,5.0,1888416
261,2231.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,21.11,5.0,2328452
262,2095.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,29.73,7.0,1903992
263,3904.0,32.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,9.06,6.0,2168464
264,4363.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.45,3.0,1175941
265,1736.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.56,5.0,1678334
266,2453.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.78,2.0,1313237
267,2120.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.85,2.0,1065181
268,3089.0,44.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.84,4.0,1655861
269,1163.0,25.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.59,5.0,1363935
270,1891.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,9.0,3319388
271,4181.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,26.33,5.0,2086651
272,4478.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.73,4.0,2348965
273,4057.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26.77,7.0,3069675
274,4058.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54,4.0,1769876
275,3784.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.12,3.0,2182652
276,2236.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,15.85,6.0,2163069
277,4296.0,27.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,28.28,7.0,2752935
278,3599.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.39,5.0,3139515
279,3752.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,11.21,6.0,2452992
280,1298.0,43.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,25.84,5.0,1718027
281,2760.0,20.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,12.49,8.0,2793344
282,601.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.78,7.0,1720409
283,1241.0,39.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13.32,4.0,1317086
284,2867.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,12.18,2.0,1964458
285,2189.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.55,6.0,2202535
286,1454.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,23.1,6.0,2202669
287,2359.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.65,4.0,1670729
288,3896.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.66,5.0,1640729
289,3032.0,12.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.49,5.0,1929831
290,4074.0,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.69,3.0,1852714
291,2261.0,9.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,8.61,3.0,1935958
292,1753.0,43.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,13.65,6.0,1990254
293,1676.0,46.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.55,6.0,1720842
294,2307.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.48,3.0,1791854
295,3377.0,45.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23.24,4.0,1699175
296,2295.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.78,9.0,2975011
297,2333.0,36.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.13,6.0,2191485
298,2039.0,37.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,21.92,6.0,1927975
299,2894.0,23.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,28.3,6.0,1935634
300,1435.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,26.57,7.0,2602787
301,4110.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,15.94,9.0,2782828
302,802.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.46,7.0,2397916
303,3855.0,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.3,7.0,2145925
304,722.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,17.03,6.0,2189793
305,2506.75,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.33,7.0,3164141
306,1366.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.66,4.0,1007495
307,893.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.36,4.0,1725005
308,2927.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.8,4.0,1507722
309,3531.0,46.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.61,6.0,1903170
310,4281.0,37.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,21.96,7.0,2543292
311,797.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.94,5.0,1655621
312,3629.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,18.26,5.0,1755656
313,2530.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.64,4.0,1326955
314,2506.75,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.1,7.0,4573136
315,3399.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,15.04,7.0,2233399
316,2791.0,24.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.84,6.0,2174453
317,1208.0,35.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,6.0,2100664
318,3872.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,25.39,3.0,1446956
319,1747.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,29.91,3.0,974569
320,786.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13.48,6.0,1810775
321,3997.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.29,5.0,2217959
322,3111.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,27.29,6.0,1545067
323,4020.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.55,7.0,2578651
324,2394.0,46.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.85,5.0,1789415
325,1259.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.77,4.0,2168525
326,3411.0,39.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.19,2.0,1625602
327,3602.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.07,7.0,2592465
328,2555.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.69,7.0,2840011
329,2506.75,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,20.9,5.0,1840099
330,1969.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.51,5.0,998359
331,2506.75,46.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.77,5.0,1769951
332,2134.0,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,24.53,5.0,1680480
333,2506.75,40.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.61,9.0,2566009
334,3819.0,33.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.61,6.0,2533037
335,3511.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,5.0,2750744
336,2334.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.09,5.0,1662070
337,2443.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.22,6.0,1878049
338,1088.0,31.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.08,4.0,1227939
339,3576.0,31.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.89,4.0,1100679
340,2559.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.78,6.0,1897599
341,2263.0,32.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,29.1,9.0,2563583
342,3198.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.7,3.0,1459335
343,2985.0,11.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,27.82,5.0,1854138
344,3519.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,3.0,1510157
345,1240.0,15.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.39,7.0,2618570
346,2402.0,42.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,16.32,7.0,1937214
347,3120.0,35.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.68,3.0,1630353
348,2569.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.18,7.0,3417177
349,2798.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.99,2.0,1695463
350,2038.0,35.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,19.05,3.0,1596483
351,3969.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.29,7.0,2672385
352,2234.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.65,9.0,3532640
353,862.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.25,3.0,1479621
354,2387.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.56,7.0,2685772
355,2791.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.12,5.0,1895909
356,2993.0,32.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,13.31,3.0,1737797
357,1223.0,22.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.73,5.0,2111791
358,1616.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.51,3.0,995284
359,4243.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.67,6.0,3246482
360,1480.0,44.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,12.91,6.0,1542488
361,2649.0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.31,2.0,1068717
362,3544.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,29.01,5.0,2309074
363,1927.0,39.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.79,8.0,2374323
364,2506.75,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,11.78,2.0,1378155
365,4323.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,5.0,2512749
366,1052.0,40.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.43,7.0,1802842
367,3708.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.63,6.0,2139908
368,1783.0,33.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.83,5.0,1695168
369,3662.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.32,6.0,1852328
370,2656.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.76,6.0,1807249
371,3904.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.29,6.0,3226199
372,3770.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.46,3.0,1675374
373,2282.0,22.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.42,5.0,1750070
374,3463.0,43.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.37,5.0,1812710
375,2855.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.54,8.0,2586141
376,1754.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,25.78,6.0,1614238
377,2507.5,25.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,20.81,6.0,3799838
378,2799.0,39.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.52,2.0,1294069
379,2701.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.7,5.0,2334226
380,3791.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.52,8.0,3570514
381,2296.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,24.17,4.0,1185437
382,1227.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.75,4.0,1212311
383,1186.0,49.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.75,9.0,2323861
384,2248.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,25.51,6.0,2591184
385,2043.0,14.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,22.09,3.0,1447988
386,2045.0,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.44,8.0,2261620
387,703.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.52,5.0,1903916
388,853.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.54,6.0,2389768
389,3898.0,40.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.14,5.0,2063271
390,3783.0,16.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,23.98,4.0,1710224
391,3157.0,25.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.42,7.0,2375580
392,2096.0,43.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.93,4.0,1447902
393,698.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,29.96,5.0,1520091
394,2800.0,41.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.72,5.0,2115837
395,2484.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25.22,5.0,1390190
396,3561.0,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.6,7.0,2404846
397,2519.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.41,4.0,1913827
398,1477.0,44.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.08,3.0,1101409
399,937.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.15,7.0,2294716
400,4377.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.86,4.0,2353058
401,3469.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.26,7.0,2882121
402,3834.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.19,7.0,2820923
403,4391.0,39.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.26,6.0,2405599
404,1556.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,20.41,5.0,1590517
405,2304.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26.76,7.0,2408470
406,760.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.34,8.0,2737572
407,2203.0,27.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,18.6,4.0,2168516
408,3448.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.47,5.0,2936009
409,997.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,24.34,5.0,1142061
410,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.05,6.0,2270083
411,1415.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.79,6.0,1835084
412,2127.0,46.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,15.35,6.0,1677219
413,2519.0,37.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,6.0,1611554
414,2015.0,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.21,5.0,2186849
415,1758.0,46.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.58,4.0,1232096
416,1818.0,25.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.19,5.0,1836592
417,1000.0,40.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.82,6.0,1837528
418,1239.0,45.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.69,2.0,368148
419,3704.0,49.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.13,6.0,2572876
420,3335.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,7.0,2954120
421,1059.0,48.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.25,4.0,1198256
422,1554.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.07,3.0,929841
423,1069.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,21.68,5.0,2149060
424,4046.0,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,11.62,5.0,2309654
425,1645.0,40.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.54,7.0,2542919
426,3397.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.89,4.0,1506858
427,2293.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,28.7,8.0,2145238
428,2685.0,49.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.96,4.0,1773731
429,2877.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.38,8.0,2522775
430,4036.0,26.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.33,2.0,1565488
431,1162.0,33.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.73,4.0,1377210
432,3085.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.49,6.0,3528268
433,2399.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.33,6.0,1045384
434,3954.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,21.21,9.0,3190874
435,2674.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.24,2.0,1195977
436,825.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,7.0,2574362
437,3948.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.19,4.0,2165607
438,1397.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.3,5.0,1633712
439,4280.0,21.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.17,5.0,2289280
440,2931.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.28,8.0,3094254
441,3526.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.56,6.0,2234657
442,1559.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.26,7.0,2324598
443,2104.0,25.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,21.5,5.0,1657184
444,1052.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.68,7.0,2071179
445,3667.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,6.0,2821671
446,1415.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.74,6.0,1790957
447,1258.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.5,9.0,2576397
448,4187.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,26.57,6.0,1783067
449,1146.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,28.32,3.0,838048
450,1815.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22.45,3.0,1523140
451,3720.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.51,8.0,3084296
452,4183.0,43.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,20.41,6.0,2273140
453,616.0,44.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.9,6.0,1313472
454,3843.0,25.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,14.65,6.0,2112108
455,1843.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.43,6.0,2010595
456,2805.0,32.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.54,7.0,2795725
457,3124.0,25.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.92,5.0,2306151
458,1669.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,14.16,4.0,1178757
459,4044.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.75,6.0,3200501
460,3165.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.14,2.0,1237275
461,2746.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.78,7.0,2267810
462,2368.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.72,5.0,1848346
463,1660.0,30.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.9,6.0,2420710
464,2927.0,27.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.41,4.0,2133144
465,4020.0,43.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.31,6.0,2650359
466,2506.75,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,27.7,5.0,2235997
467,901.0,40.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,17.87,5.0,1625958
468,780.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.47,5.0,1804646
469,1206.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,18.3,7.0,2487880
470,3770.0,25.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.61,9.0,2536946
471,1299.0,47.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,24.41,5.0,1276913
472,1592.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,16.18,6.0,1725461
473,1739.0,11.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.39,6.0,2137661
474,790.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.74,6.0,1994646
475,7250.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.57,6.0,5030750
476,1580.0,24.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,28.16,5.0,1311483
477,3575.0,17.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9.94,6.0,2058200
478,2606.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,26.22,6.0,1698928
479,1784.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.16,5.0,1894913
480,3927.0,37.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.19,5.0,2122864
481,3994.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.05,7.0,2761417
482,727.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.95,5.0,2278304
483,2665.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,22.13,5.0,2238665
484,2416.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.79,5.0,2498573
485,2358.0,43.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.77,2.0,516804
486,3213.0,28.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,15.55,3.0,1185886
487,1169.0,33.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.04,5.0,1467022
488,1946.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.28,9.0,2736301
489,2495.0,42.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.78,3.0,1587506
490,3333.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.07,2.0,1604418
491,4463.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,16.68,6.0,2534306
492,1225.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,24.73,6.0,1653248
493,3959.0,33.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.98,3.0,2436468
494,3501.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,24.43,5.0,1732892
495,2286.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,21.09,6.0,2140440
496,3609.0,41.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,17.12,8.0,2858610
497,4310.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.29,6.0,2189460
498,754.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.95,7.0,2169645
499,3137.0,31.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.01,4.0,1841836
