MessageID,Message,Label,CharacterCount,WordCount,HasURL,HasNumber,UppercaseRatio
11671,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11744,Let me know when you arrive. Talk to you later.,ham,47.0,10.0,0,0,0.05555555555555555
10272,Congratulations winner! Claim your cash bonus before it expires. Act immediately,spam,80.0,11.0,0,0,0.04411764705882353
11568,Thanks for helping me with the project yesterday. See you tomorrow.,ham,67.0,11.0,0,0,0.03636363636363636
10701,I will reach home around 7 tonight.,ham,35.0,,0,1,0.037037037037037035
10942,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10371,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10222,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11237,URGENT: Your reward is waiting. Confirm your details immediately. Reply YES to claim,spam,84.0,13.0,0,0,0.17391304347826086
11718,You have WON a guaranteed prize. Call now to receive your money. Visit http://claim-now.example,spam,95.0,14.0,1,0,0.08
11474,"Hey, are we still meeting for lunch today? Talk to you later.",ham,61.0,12.0,0,0,0.0425531914893617
10518,Let me know when you arrive.,ham,,6.0,0,0,0.045454545454545456
10334,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10705,Limited offer! Get 70% OFF today. Click here before the offer expires. Act immediately,spam,86.0,14.0,0,1,0.1044776119402985
11181,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11898,Congratulations winner! Claim your cash bonus before it expires. Call 9876543210,spam,80.0,11.0,0,1,0.05172413793103448
11665,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
10015,The meeting has been moved to tomorrow morning. Talk to you later.,ham,66.0,12.0,0,0,0.03773584905660377
11761,Congratulations! You have won a free prize. Claim your reward now! Reply YES to claim,spam,85.0,15.0,0,0,0.10294117647058823
11537,Let me know when you arrive. Have a good day.,ham,45.0,10.0,0,0,0.058823529411764705
11558,The meeting has been moved to tomorrow morning. See you soon.,ham,61.0,11.0,0,0,0.04081632653061224
11706,You have WON a guaranteed prize. Call now to receive your money. Visit http://claim-now.example,spam,95.0,14.0,1,0,0.08
10614,WINNER! Your number has been selected for a fantastic cash prize. Offer expires today Click now!,spam,96.0,16.0,0,0,0.11538461538461539
10979,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10465,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10781,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10199,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
11221,You are eligible for a special reward. Visit the link immediately.,spam,66.0,11.0,0,0,0.037037037037037035
11068,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11146,Are you free this weekend? We could watch a movie. See you soon.,ham,64.0,13.0,0,0,0.061224489795918366
11316,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
11473,Congratulations! You have won a free prize. Claim your reward now!,spam,66.0,11.0,0,0,0.05660377358490566
11160,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11417,Are you free this weekend? We could watch a movie. Thanks for letting me know.,ham,78.0,15.0,0,0,0.04918032786885246
11826,WINNER! Your number has been selected for a fantastic cash prize. Call 9876543210,spam,81.0,13.0,0,1,0.14035087719298245
10678,Congratulations winner! Claim your cash bonus before it expires. Reply YES to claim Call 9876543210,spam,99.0,15.0,0,1,0.0958904109589041
11037,I have attached the document we discussed. See you tomorrow.,ham,60.0,10.0,0,0,0.04081632653061224
10043,"Hey, are we still meeting for lunch today? Have a good day.",ham,59.0,12.0,0,0,0.044444444444444446
10274,Congratulations winner! Claim your cash bonus before it expires. Reply YES to claim,spam,83.0,13.0,0,0,0.08695652173913043
11111,Thanks for helping me with the project yesterday. Let me know.,ham,62.0,11.0,0,0,0.04
10101,Please remember to buy milk on your way home.,ham,45.0,,0,0,0.027777777777777776
11511,Exclusive offer! Get a FREE gift today. Limited time only.,spam,58.0,10.0,0,0,0.15217391304347827
11244,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11387,You have been chosen for a FREE vacation. Claim now. http://free-reward.example,spam,79.0,11.0,1,0,0.0967741935483871
10107,Please remember to buy milk on your way home. Thanks!,ham,,10.0,0,0,0.047619047619047616
11269,I have attached the document we discussed. Let me know.,ham,55.0,10.0,0,0,0.045454545454545456
10497,URGENT! You have been selected for a cash reward. Click the link to claim. Visit http://claim-now.example,spam,105.0,16.0,1,0,0.10975609756097561
11273,The meeting has been moved to tomorrow morning. Have a good day.,ham,64.0,12.0,0,0,0.0392156862745098
11480,Exclusive offer! Get a FREE gift today. Limited time only.,spam,,10.0,0,0,0.15217391304347827
10767,Can you send me the notes from yesterday's meeting? Talk to you later.,ham,70.0,13.0,0,0,0.03636363636363636
10628,WINNER! Your number has been selected for a fantastic cash prize.,spam,65.0,11.0,0,0,0.1320754716981132
11121,Are you free this weekend? We could watch a movie.,ham,50.0,,0,0,0.05128205128205128
11313,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11091,Exclusive offer! Get a FREE gift today. Limited time only. Act immediately,spam,74.0,12.0,0,0,0.13333333333333333
10602,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10072,Thanks for helping me with the project yesterday. Talk to you later.,ham,68.0,12.0,0,0,0.03636363636363636
10764,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11229,"Hey, are we still meeting for lunch today? Let me know.",ham,55.0,11.0,0,0,0.047619047619047616
11182,You have been chosen for a FREE vacation. Claim now. http://free-reward.example,spam,79.0,11.0,1,0,0.0967741935483871
11781,I will reach home around 7 tonight. Take care.,ham,46.0,9.0,0,1,0.05714285714285714
10481,Thanks for helping me with the project yesterday. See you tomorrow.,ham,67.0,11.0,0,0,0.03636363636363636
11960,I will reach home around 7 tonight. Let me know.,ham,48.0,10.0,0,1,0.05555555555555555
10506,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11574,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10782,The meeting has been moved to tomorrow morning. Have a good day.,ham,64.0,12.0,0,0,0.0392156862745098
10374,Can you send me the notes from yesterday's meeting? Take care.,ham,62.0,11.0,0,0,0.04081632653061224
11273,The meeting has been moved to tomorrow morning. Have a good day.,ham,64.0,12.0,0,0,0.0392156862745098
11210,Are you free this weekend? We could watch a movie. Talk to you later.,ham,69.0,14.0,0,0,0.05660377358490566
11465,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10311,Let me know when you arrive. Thanks for letting me know.,ham,,11.0,0,0,0.045454545454545456
11962,Congratulations! You have won a free prize. Claim your reward now!,spam,66.0,11.0,0,0,0.05660377358490566
10405,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11442,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11641,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10309,URGENT! You have been selected for a cash reward. Click the link to claim. Call 1800123456 Call 1800123456,spam,106.0,18.0,0,1,0.15151515151515152
10226,I have attached the document we discussed. Have a good day.,ham,59.0,11.0,0,0,0.0425531914893617
11719,Please remember to buy milk on your way home. Talk to you later.,ham,64.0,13.0,0,0,0.04
10720,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
11547,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10838,Limited offer! Get 70% OFF today. Click here before the offer expires. http://free-reward.example,spam,97.0,13.0,1,1,0.08108108108108109
10807,Your account statement is ready. Please check the attached document.,spam,68.0,10.0,0,1,0.15517241379310345
10148,You have WON a guaranteed prize. Call now to receive your money.,spam,64.0,12.0,0,0,0.09803921568627451
11342,You have been chosen for a FREE vacation. Claim now.,spam,52.0,10.0,0,0,0.14634146341463414
10930,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10986,You are eligible for a special reward. Visit the link immediately.,spam,66.0,11.0,0,0,0.037037037037037035
10829,Are you free this weekend? We could watch a movie. See you tomorrow.,ham,68.0,13.0,0,0,0.05660377358490566
10849,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10575,Congratulations on your promotion! See you at the office tomorrow.,ham,66.0,10.0,0,0,0.02564102564102564
10557,I have attached the document we discussed. Take care.,ham,53.0,9.0,0,0,0.046511627906976744
10707,Let me know when you arrive. Have a good day.,ham,45.0,10.0,0,0,0.058823529411764705
11170,"Hey, are we still meeting for lunch today? See you soon.",ham,56.0,11.0,0,0,0.046511627906976744
11804,Let me know when you arrive. See you soon.,ham,42.0,9.0,0,0,0.0625
11176,URGENT: Your reward is waiting. Confirm your details immediately. Visit http://claim-now.example,spam,96.0,11.0,1,0,0.11538461538461539
11850,Let me know when you arrive. See you tomorrow.,ham,46.0,9.0,0,0,0.05555555555555555
10974,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10286,I will reach home around 7 tonight. Thanks for letting me know.,ham,63.0,12.0,0,1,0.04081632653061224
11623,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11073,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10598,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11353,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11575,Don't forget about the appointment tomorrow. Have a good day.,ham,61.0,10.0,0,0,0.04081632653061224
11656,Can you send me the notes from yesterday's meeting? Talk to you later.,ham,70.0,13.0,0,0,0.03636363636363636
11606,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11052,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
11245,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10819,Thanks for helping me with the project yesterday. Take care.,ham,60.0,10.0,0,0,0.04081632653061224
10964,I will reach home around 7 tonight. Let me know.,ham,48.0,10.0,0,1,0.05555555555555555
10978,WINNER! Your number has been selected for a fantastic cash prize. Act immediately Offer expires today,spam,101.0,16.0,0,0,0.10714285714285714
11401,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11868,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10609,Don't forget about the appointment tomorrow. See you tomorrow.,ham,62.0,,0,0,0.0392156862745098
11637,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10809,WINNER! Your number has been selected for a fantastic cash prize.,spam,65.0,11.0,0,0,0.1320754716981132
11740,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11075,Limited offer! Get 70% OFF today. Click here before the offer expires. Call 1800123456 Call 1800123456,spam,102.0,16.0,0,1,0.13114754098360656
10493,I have attached the document we discussed. See you tomorrow.,ham,60.0,10.0,0,0,0.04081632653061224
11336,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10277,Congratulations! You have won a free prize. Claim your reward now! Reply YES to claim,spam,85.0,15.0,0,0,0.10294117647058823
11870,URGENT! You have been selected for a cash reward. Click the link to claim. Act immediately,spam,90.0,16.0,0,0,0.125
10358,I will reach home around 7 tonight. Thanks!,ham,43.0,8.0,0,1,0.06060606060606061
11125,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10236,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10551,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11891,"Hey, are we still meeting for lunch today? Take care.",ham,53.0,10.0,0,0,0.04878048780487805
11328,Thanks for helping me with the project yesterday. Let me know.,ham,62.0,11.0,0,0,0.04
10208,Thanks for helping me with the project yesterday. Talk to you later.,ham,68.0,12.0,0,0,0.03636363636363636
11403,Can you send me the notes from yesterday's meeting? Have a good day.,ham,68.0,13.0,0,0,0.03773584905660377
11805,Are you free this weekend? We could watch a movie. See you tomorrow.,ham,68.0,13.0,0,0,0.05660377358490566
10058,You have WON a guaranteed prize. Call now to receive your money. http://free-reward.example,spam,91.0,13.0,1,0,0.06944444444444445
10631,Let me know when you arrive. See you tomorrow.,ham,46.0,9.0,0,0,0.05555555555555555
11666,Let me know when you arrive. Talk to you later.,ham,47.0,10.0,0,0,0.05555555555555555
11883,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
11596,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10363,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10505,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11778,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
11854,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11622,URGENT! You have been selected for a cash reward. Click the link to claim. Click now!,spam,85.0,16.0,0,0,0.13636363636363635
11231,,spam,90.0,15.0,0,1,0.1
10855,Are you free this weekend? We could watch a movie. Thanks for letting me know.,ham,78.0,15.0,0,0,0.04918032786885246
11000,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11918,I will reach home around 7 tonight. Thanks!,ham,43.0,8.0,0,1,0.06060606060606061
10118,Please remember to buy milk on your way home. Thanks!,ham,53.0,10.0,0,0,0.047619047619047616
11832,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11617,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10522,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10513,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
10081,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11361,Don't forget about the appointment tomorrow. See you soon.,ham,58.0,9.0,0,0,0.0425531914893617
11798,Congratulations winner! Claim your cash bonus before it expires.,spam,64.0,9.0,0,0,0.037037037037037035
10380,Congratulations on your promotion! See you at the office tomorrow.,ham,66.0,10.0,0,0,0.043478260869565216
11041,I will reach home around 7 tonight. See you tomorrow.,ham,53.0,10.0,0,1,0.04878048780487805
11709,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10084,Please remember to buy milk on your way home. See you soon.,ham,59.0,12.0,0,0,0.043478260869565216
11881,Exclusive offer! Get a FREE gift today. Limited time only. Offer expires today Offer expires today,spam,98.0,16.0,0,0,0.1125
10984,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10329,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
10006,WINNER! Your number has been selected for a fantastic cash prize. Click now! Click now!,spam,87.0,15.0,0,0,0.13043478260869565
10756,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11333,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10948,I have attached the document we discussed. Thanks for letting me know.,ham,70.0,12.0,0,0,0.03508771929824561
10888,Congratulations! You have won a free prize. Claim your reward now! Act immediately,spam,82.0,13.0,0,0,0.05970149253731343
10451,Congratulations winner! Claim your cash bonus before it expires. Click now!,spam,75.0,11.0,0,0,0.04838709677419355
10490,The meeting has been moved to tomorrow morning. Talk to you later.,ham,66.0,12.0,0,0,0.03773584905660377
11981,"Hey, are we still meeting for lunch today? Let me know.",ham,55.0,11.0,0,0,0.047619047619047616
10287,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10925,The meeting has been moved to tomorrow morning. Thanks!,ham,55.0,9.0,0,0,0.044444444444444446
10056,Don't forget about the appointment tomorrow. Take care.,ham,55.0,8.0,0,0,0.044444444444444446
11385,WINNER! Your number has been selected for a fantastic cash prize. Visit http://claim-now.example Offer expires today,spam,116.0,16.0,1,0,0.09574468085106383
11931,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10715,I have attached the document we discussed. Thanks for letting me know.,ham,70.0,12.0,0,0,0.03508771929824561
10813,Your account statement is ready. Please check the attached document.,ham,68.0,10.0,0,0,0.0425531914893617
11817,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11784,Can you send me the notes from yesterday's meeting? Thanks!,ham,59.0,10.0,0,0,0.0425531914893617
10990,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11506,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11107,Don't forget about the appointment tomorrow. See you soon.,ham,,9.0,0,0,0.0425531914893617
11670,Don't forget about the appointment tomorrow. See you soon.,ham,58.0,9.0,0,0,0.0425531914893617
10327,Thanks for helping me with the project yesterday. Talk to you later.,ham,68.0,12.0,0,0,0.03636363636363636
10442,Can you send me the notes from yesterday's meeting? Have a good day.,ham,68.0,13.0,0,0,0.03773584905660377
11518,You are eligible for a special reward. Visit the link immediately. Call 9876543210,spam,82.0,13.0,0,1,0.05172413793103448
11357,Thanks for helping me with the project yesterday. See you soon.,ham,63.0,11.0,0,0,0.0392156862745098
10939,Please remember to buy milk on your way home. See you soon.,ham,59.0,12.0,0,0,0.043478260869565216
10892,Limited offer! Get 70% OFF today. Click here before the offer expires. Reply YES to claim Reply YES to claim,spam,108.0,20.0,0,1,0.1686746987951807
10177,Please remember to buy milk on your way home. Let me know.,ham,58.0,12.0,0,0,0.044444444444444446
11557,Can you send me the notes from yesterday's meeting? Talk to you later.,ham,70.0,13.0,0,0,0.03636363636363636
11679,WINNER! Your number has been selected for a fantastic cash prize.,spam,65.0,11.0,0,0,0.1320754716981132
10086,Don't forget about the appointment tomorrow. Thanks!,ham,52.0,7.0,0,0,0.046511627906976744
11425,I will reach home around 7 tonight. See you soon.,ham,49.0,10.0,0,1,0.05405405405405406
11924,Exclusive offer! Get a FREE gift today. Limited time only. http://free-reward.example,spam,85.0,11.0,1,0,0.1044776119402985
10457,You have WON a guaranteed prize. Call now to receive your money. Call 9876543210,spam,80.0,14.0,0,1,0.10909090909090909
11851,Congratulations! You have won a free prize. Claim your reward now! http://free-reward.example,spam,93.0,12.0,1,0,0.04054054054054054
10054,Let me know when you arrive. Let me know.,ham,41.0,9.0,0,0,0.06451612903225806
11769,,spam,91.0,13.0,1,0,0.06944444444444445
10643,"Hey, are we still meeting for lunch today? Let me know.",ham,55.0,11.0,0,0,0.047619047619047616
10677,"Hey, are we still meeting for lunch today? Take care.",ham,53.0,10.0,0,0,0.04878048780487805
10221,Thanks for helping me with the project yesterday. Have a good day.,ham,66.0,12.0,0,0,0.03773584905660377
10113,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10999,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
11298,You are eligible for a special reward. Visit the link immediately. Call 1800123456,spam,82.0,13.0,0,1,0.05172413793103448
11690,Let me know when you arrive. Thanks!,ham,36.0,7.0,0,0,0.07142857142857142
10174,Don't forget about the appointment tomorrow. Thanks!,ham,52.0,7.0,0,0,0.046511627906976744
11427,The meeting has been moved to tomorrow morning. Talk to you later.,ham,66.0,12.0,0,0,0.03773584905660377
10589,Don't forget about the appointment tomorrow. Take care.,ham,55.0,8.0,0,0,0.044444444444444446
11578,I have attached the document we discussed. Have a good day.,ham,59.0,11.0,0,0,0.0425531914893617
10018,Can you send me the notes from yesterday's meeting? See you tomorrow.,ham,69.0,12.0,0,0,0.03636363636363636
10423,Let me know when you arrive. Talk to you later.,ham,47.0,10.0,0,0,0.05555555555555555
11359,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
10285,Please remember to buy milk on your way home.,ham,45.0,9.0,0,0,0.027777777777777776
11602,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10428,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
11968,WINNER! Your number has been selected for a fantastic cash prize. Visit http://claim-now.example,spam,96.0,13.0,1,0,0.1038961038961039
11440,"Hey, are we still meeting for lunch today? Take care.",ham,53.0,10.0,0,0,0.04878048780487805
10669,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
10031,Congratulations winner! Claim your cash bonus before it expires. http://free-reward.example,spam,91.0,10.0,1,0,0.02666666666666667
11083,I will reach home around 7 tonight. Talk to you later.,ham,54.0,11.0,0,1,0.04878048780487805
10722,You are eligible for a special reward. Visit the link immediately. Call 1800123456 Offer expires today,spam,,16.0,0,1,0.05333333333333334
11469,URGENT! You have been selected for a cash reward. Click the link to claim. Click now!,spam,85.0,16.0,0,0,0.13636363636363635
10214,Can you send me the notes from yesterday's meeting? See you tomorrow.,ham,69.0,12.0,0,0,0.03636363636363636
11287,The meeting has been moved to tomorrow morning. See you tomorrow.,ham,65.0,11.0,0,0,0.03773584905660377
11261,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10326,Thanks for helping me with the project yesterday. See you tomorrow.,ham,67.0,11.0,0,0,0.03636363636363636
10560,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
11565,Don't forget about the appointment tomorrow.,ham,44.0,6.0,0,0,0.02702702702702703
10700,Congratulations winner! Claim your cash bonus before it expires. Click now!,spam,75.0,11.0,0,0,0.04838709677419355
11131,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11204,"Hey, are we still meeting for lunch today?",ham,42.0,8.0,0,0,0.030303030303030304
10341,Thanks for helping me with the project yesterday. Let me know.,ham,62.0,11.0,0,0,0.04
10629,You have WON a guaranteed prize. Call now to receive your money.,spam,64.0,12.0,0,0,0.09803921568627451
10147,Congratulations winner! Claim your cash bonus before it expires. Call 1800123456 http://free-reward.example,spam,107.0,12.0,1,1,0.0379746835443038
11946,URGENT! You have been selected for a cash reward. Click the link to claim. Offer expires today,spam,94.0,17.0,0,0,0.12
10360,,spam,64.0,9.0,0,0,0.037037037037037035
10083,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10048,You are eligible for a special reward. Visit the link immediately. Reply YES to claim,spam,85.0,15.0,0,0,0.08695652173913043
10468,Let me know when you arrive.,ham,,6.0,0,0,0.045454545454545456
10155,I have attached the document we discussed. Talk to you later.,ham,61.0,11.0,0,0,0.04081632653061224
11259,You have WON a guaranteed prize. Call now to receive your money.,spam,64.0,12.0,0,0,0.09803921568627451
11043,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11609,Limited offer! Get 70% OFF today. Click here before the offer expires. Call 9876543210,spam,86.0,14.0,0,1,0.12280701754385964
11419,I have attached the document we discussed.,ham,42.0,7.0,0,0,0.02857142857142857
11319,Let me know when you arrive. Thanks for letting me know.,ham,56.0,11.0,0,0,0.045454545454545456
11649,You are eligible for a special reward. Visit the link immediately. Act immediately,spam,82.0,13.0,0,0,0.04411764705882353
10500,Congratulations winner! Claim your cash bonus before it expires. Call 1800123456 Click now!,spam,91.0,13.0,0,1,0.06060606060606061
11786,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10179,URGENT! You have been selected for a cash reward. Click the link to claim. Reply YES to claim,spam,93.0,18.0,0,0,0.1643835616438356
11820,URGENT! You have been selected for a cash reward. Click the link to claim. Visit http://claim-now.example,spam,105.0,16.0,1,0,0.10975609756097561
11777,URGENT! You have been selected for a cash reward. Click the link to claim. Click now!,spam,85.0,16.0,0,0,0.13636363636363635
11144,Please remember to buy milk on your way home. Have a good day.,ham,62.0,13.0,0,0,0.041666666666666664
11838,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11708,Exclusive offer! Get a FREE gift today. Limited time only. Click now! Act immediately,spam,85.0,14.0,0,0,0.1323529411764706
10746,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
10528,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10346,Are you free this weekend? We could watch a movie. Have a good day.,ham,67.0,14.0,0,0,0.058823529411764705
11404,Don't forget about the appointment tomorrow. Have a good day.,ham,61.0,10.0,0,0,0.04081632653061224
11985,I will reach home around 7 tonight.,ham,35.0,7.0,0,1,0.037037037037037035
10824,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11997,URGENT: Your reward is waiting. Confirm your details immediately. Visit http://claim-now.example,spam,96.0,11.0,1,0,0.11538461538461539
11027,WINNER! Your number has been selected for a fantastic cash prize. Act immediately,spam,81.0,13.0,0,0,0.11940298507462686
10601,Don't forget about the appointment tomorrow. Let me know.,ham,57.0,9.0,0,0,0.043478260869565216
11061,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
10243,,ham,55.0,8.0,0,0,0.044444444444444446
10905,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
11080,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11494,Let me know when you arrive.,ham,28.0,6.0,0,0,0.045454545454545456
10312,Thanks for helping me with the project yesterday.,ham,49.0,8.0,0,0,0.024390243902439025
10435,Limited offer! Get 70% OFF today. Click here before the offer expires. Call 9876543210,spam,86.0,14.0,0,1,0.12280701754385964
11923,,ham,,9.0,0,0,0.05555555555555555
10949,Don't forget about the appointment tomorrow. See you soon.,ham,58.0,9.0,0,0,0.0425531914893617
10308,I will reach home around 7 tonight. Have a good day.,ham,52.0,11.0,0,1,0.05128205128205128
10430,,ham,42.0,7.0,0,0,0.02857142857142857
10660,Can you send me the notes from yesterday's meeting? Thanks!,ham,59.0,10.0,0,0,0.0425531914893617
10370,Are you free this weekend? We could watch a movie. Take care.,ham,61.0,12.0,0,0,0.06382978723404255
10566,WINNER! Your number has been selected for a fantastic cash prize. Visit http://claim-now.example,spam,96.0,13.0,1,0,0.1038961038961039
11200,I have attached the document we discussed. See you tomorrow.,ham,60.0,10.0,0,0,0.04081632653061224
10181,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10881,I will reach home around 7 tonight. Thanks!,ham,,8.0,0,1,0.06060606060606061
10621,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
10940,Are you free this weekend? We could watch a movie.,ham,50.0,10.0,0,0,0.05128205128205128
11735,I have attached the document we discussed. See you tomorrow.,ham,60.0,10.0,0,0,0.04081632653061224
11406,You are eligible for a special reward. Visit the link immediately. Offer expires today,spam,86.0,14.0,0,0,0.04225352112676056
11697,URGENT! You have been selected for a cash reward. Click the link to claim. Reply YES to claim,spam,93.0,18.0,0,0,0.1643835616438356
11869,Are you free this weekend? We could watch a movie. Let me know.,ham,63.0,13.0,0,0,0.0625
10937,Please remember to buy milk on your way home. Take care.,ham,56.0,11.0,0,0,0.045454545454545456
11920,I have attached the document we discussed. Thanks for letting me know.,ham,70.0,12.0,0,0,0.03508771929824561
10296,Please remember to buy milk on your way home. Let me know.,ham,58.0,12.0,0,0,0.044444444444444446
10916,I have attached the document we discussed. Let me know.,ham,55.0,10.0,0,0,0.045454545454545456
10461,The meeting has been moved to tomorrow morning.,ham,47.0,8.0,0,0,0.02564102564102564
11318,Can you send me the notes from yesterday's meeting?,ham,51.0,9.0,0,0,0.024390243902439025
11324,Don't forget about the appointment tomorrow. See you soon.,ham,58.0,9.0,0,0,0.0425531914893617
